obs,time,deployment,air_temperature,barometric_pressure,dcl_controller_timestamp,driver_timestamp,eastward_wind_velocity,ingestion_timestamp,internal_timestamp,longwave_irradiance,northward_wind_velocity,port_timestamp,precipitation,preferred_timestamp,relative_humidity,sea_surface_conductivity,sea_surface_temperature,shortwave_irradiance,met_barpres,met_windavg_mag_corr_east,met_windavg_mag_corr_north,met_netsirr,met_salsurf,met_spechum,ct_depth,velpt_ab_dcl_instrument-eastward_velocity,velpt_ab_dcl_instrument-northward_velocity,met_current_direction,met_current_speed,met_relwind_direction,met_relwind_speed,met_heatflx_minute,met_latnflx_minute,met_netlirr_minute,met_sensflx_minute,barometric_pressure_qc_executed,barometric_pressure_qc_results,relative_humidity_qc_executed,relative_humidity_qc_results,air_temperature_qc_executed,air_temperature_qc_results,longwave_irradiance_qc_executed,longwave_irradiance_qc_results,precipitation_qc_executed,precipitation_qc_results,sea_surface_temperature_qc_executed,sea_surface_temperature_qc_results,sea_surface_conductivity_qc_executed,sea_surface_conductivity_qc_results,shortwave_irradiance_qc_executed,shortwave_irradiance_qc_results,eastward_wind_velocity_qc_executed,eastward_wind_velocity_qc_results,northward_wind_velocity_qc_executed,northward_wind_velocity_qc_results,met_barpres_qc_executed,met_barpres_qc_results,met_current_direction_qc_executed,met_current_direction_qc_results,met_current_speed_qc_executed,met_current_speed_qc_results,met_relwind_direction_qc_executed,met_relwind_direction_qc_results,met_relwind_speed_qc_executed,met_relwind_speed_qc_results,met_netsirr_qc_executed,met_netsirr_qc_results,met_salsurf_qc_executed,met_salsurf_qc_results,met_spechum_qc_executed,met_spechum_qc_results,lat,lon
"('1111',)",3756058522.87,7,11.8710002899,1002.04998779,empty,3756092301.0,-1.12999999523,3756092301.5,0.0,356.399993896,11.5600004196,3756058522.87,13.6400003433,port_timestamp,87.1480026245,3.68840003014,11.2510004044,174.0,100205.0,1.92032735701,11.4552543635,164.429992676,32.6290164493,7.58582687378,0.98,0.0911258196084,0.08079605795,48.4384284326,0.121786362043,9.13589011015,11.5206024152,-134.457420826,26.8549502063,14.0230854296,-12.4101649757,29,29,29,29,29,29,29,29,29,29,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1112',)",3756058585.11,7,11.8940000534,1002.19000244,empty,3756092301.0,-0.310000002384,3756092301.5,0.0,356.399993896,11.8800001144,3756058585.11,13.6300001144,port_timestamp,87.283996582,3.68840003014,11.2510004044,154.600006104,100219.0,2.79537526525,11.5506008436,146.097000122,32.6290164493,7.60824489594,0.98,0.091980759419,0.0803147073136,48.8735603031,0.122110246557,13.2618343099,11.7845579425,-118.71733824,26.4995123245,14.0285945685,-13.148445011,29,29,29,29,29,29,29,29,29,29,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1113',)",3756058650.1,7,11.8710002899,1001.64001465,empty,3756092301.0,-2.04999995232,3756092301.5,0.0,356.399993896,12.25,3756058650.1,13.6099996567,port_timestamp,87.3249969482,3.68819999695,11.2489995956,126.0,100164.0,1.21183102699,12.3610867389,119.069999695,32.6288210038,7.60441970825,0.98,0.0928735179668,0.0798120638646,49.3254563257,0.122455934433,5.20589451112,12.3321439154,-90.206671206,28.2837778118,14.0190263597,-13.4394756826,29,29,29,29,29,29,29,29,29,29,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1114',)",3756058714.52,7,11.8489999771,1002.26000977,empty,3756092301.0,1.47000002861,3756092301.5,0.0,368.899993896,11.8299999237,3756058714.52,13.6400003433,port_timestamp,87.3820037842,3.68819999695,11.2489995956,131.399993896,100226.0,4.50089670204,11.0386469803,124.172996521,32.6288210038,7.59361410141,0.98,0.093758542428,0.0793137748829,49.7708989818,0.122806103938,21.9068158154,11.8122754398,-106.053234292,27.3403770377,1.92358650297,-12.2697879566,29,29,29,29,29,29,29,29,29,29,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1115',)",3756058777.34,7,11.8409996033,1002.46002197,empty,3756092301.0,-0.280000001192,3756092301.5,0.0,368.5,11.529999733,3756058777.34,13.6400003433,port_timestamp,87.4599990845,3.68799996376,11.25,144.899993896,100246.0,2.73316641391,11.2048692628,136.930496216,32.6259678061,7.59487581253,0.98,0.0946214498551,0.0788279382964,50.2027456462,0.123154628938,13.3412549649,11.4346278944,-120.049547186,26.2305440827,2.31504919188,-11.6646442449,29,29,29,29,29,29,29,29,29,29,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1116',)",3756061891.74,7,11.5469999313,1003.08001709,empty,3756092301.0,4.65999984741,3756092301.5,0.0,372.0,3.24000000954,3756061891.74,13.7899999619,port_timestamp,89.2129974365,3.68420004845,11.2209997177,88.4000015259,100308.0,5.34311673634,1.91423670991,83.5380020142,32.6142357877,7.5933971405,0.98,0.134982768446,0.0544695161953,68.0244753743,0.145558496735,70.3489142341,5.53022544227,-75.9609607009,11.8392029805,-1.2182288314,-3.17929216115,29,29,29,29,29,29,29,29,29,29,29,29,29,13,29,29,29,29,29,25,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1117',)",3756061957.73,7,11.6379995346,1003.15002441,empty,3756092301.0,2.15000009537,3756092301.5,0.0,368.399993896,11.1800003052,3756061957.73,13.9600000381,port_timestamp,88.8990020752,3.68440008163,11.220000267,121.5,100315.0,4.98809881037,10.2339521932,114.817497253,32.6170932304,7.61189079285,0.98,0.134147071206,0.0537646792803,68.1596268877,0.144520162784,25.4919819533,11.2781676395,-90.2472393157,24.150344338,2.25598234066,-8.42798062548,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1118',)",3756062022.97,7,11.7430000305,1003.28997803,empty,3756092301.0,6.53000020981,3756092301.5,0.0,362.0,11.5100002289,3756062022.97,13.8900003433,port_timestamp,88.4209976196,3.68429994583,11.2189998627,128.5,100329.0,9.30284418469,9.41159381212,121.432502747,32.6169911907,7.62265443802,0.98,0.133320973268,0.053067938531,68.2951475818,0.143494557434,44.4155521062,13.101990782,-97.250944046,28.0340105126,8.45323704513,-12.3056888572,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1119',)",3756062089.79,7,11.7729997635,1003.42999268,empty,3756092301.0,1.97000002861,3756092301.5,0.0,367.700012207,10.6800003052,3756062089.79,13.8999996185,port_timestamp,88.0759963989,3.68429994583,11.2189998627,124.699996948,100343.0,4.68406601436,9.79810350039,117.841499329,32.6169911907,7.60683679581,0.98,0.132474726915,0.0523542043697,68.4359962741,0.142444782237,25.0341497979,10.7562359861,-101.860018707,22.9664060291,2.93425503343,-10.2675346512,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1120',)",3756062123.34,7,11.8559999466,1002.95001221,empty,3756092301.0,2.99000000954,3756092301.5,0.0,369.799987793,10.4600000381,3756062123.34,13.8800001144,port_timestamp,87.7080001831,3.68440008163,11.220000267,176.199996948,100295.0,5.61154206004,9.31999445083,166.509002686,32.6170932304,7.62035894394,0.98,0.132049824446,0.0519958366127,68.5075023323,0.141918015633,30.5927313221,10.7666444853,-154.568680185,22.6351701001,0.915183627812,-11.6100312272,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1121',)",3756062190.07,7,11.9160003662,1003.5,empty,3756092301.0,0.939999997616,3756092301.5,0.0,356.200012207,11.1599998474,3756062190.07,13.8800001144,port_timestamp,86.8509979248,3.68449997902,11.2220001221,274.0,100350.0,3.81466350278,10.5298404048,258.929992676,32.6163063571,7.57146263123,0.98,0.131204768507,0.0512831064608,68.6513041009,0.140871034238,19.3677713181,11.107116246,-232.830119602,25.2181161008,14.0747644974,-13.1930075244,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1122',)",3756062251.83,7,11.9160003662,1003.02001953,empty,3756092301.0,4.23000001907,3756092301.5,0.0,329.299987793,10.1300001144,3756062251.83,13.8699998856,port_timestamp,86.9449996948,3.68420004845,11.220000267,165.800003052,100302.0,6.72276842997,8.67837468176,156.680999756,32.615120889,7.58332681656,0.98,0.130422703295,0.0506235034313,68.7863037081,0.139902897162,37.3829464848,10.8580436808,-105.973021732,23.798139793,40.0740635427,-13.164225312,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1123',)",3756062316.74,7,11.954000473,1003.28997803,empty,3756092301.0,1.67999994755,3756092301.5,0.0,327.200012207,11.0200004578,3756062316.74,13.8900003433,port_timestamp,86.8769989014,3.68370008469,11.2159996033,133.0,100329.0,4.4926461874,10.2019086522,125.684997559,32.6137422826,7.59442043304,0.98,0.129600683171,0.0499302019583,68.9302282351,0.138886148143,23.2567238535,11.0498340497,-73.5053641782,23.6112835275,42.0916205597,-14.1558757117,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1124',)",3756062380.18,7,11.9390001297,1003.35998535,empty,3756092301.0,2.92000007629,3756092301.5,0.0,338.700012207,9.64999961853,3756062380.18,13.9099998474,port_timestamp,86.7779998779,3.68359994888,11.2150001526,111.800003052,100336.0,5.33295833384,8.55619357499,105.651000977,32.6136392827,7.57766342163,0.98,0.128797203138,0.0492525374162,69.0729569418,0.137893190471,31.4564060331,9.97252921235,-64.669212541,21.6978142267,30.9480220368,-12.3411702063,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1125',)",3756065491.7,7,12.1649999619,1004.80999756,empty,3756092301.0,2.06999993324,3756092301.5,0.0,366.700012207,9.27000045776,3756065491.7,13.8699998856,port_timestamp,84.0210037231,3.67840003967,11.1700000763,54.7999992371,100481.0,4.41331649875,8.41073395682,51.7859992981,32.6022590481,7.43561887741,0.98,0.0878087804694,0.0168944338671,79.1093573904,0.0894192586819,27.2629262023,9.44280461293,-38.848432307,24.5402509348,3.65647833334,-15.2591622771,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1126',)",3756065554.28,7,12.1199998856,1004.88000488,empty,3756092301.0,3.0,3756092301.51,0.0,366.700012207,10.9499998093,3756065554.28,13.9300003052,port_timestamp,84.1750030518,3.67829990387,11.1680002213,57.5999984741,100488.0,5.74883896523,9.7904722243,54.4319992065,32.6030416883,7.42665719986,0.98,0.0859352967297,0.0168237844798,78.9231469136,0.0875666314771,30.0882296964,11.2956930635,-36.1522203984,30.4182331068,3.64715335955,-17.9397852855,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1127',)",3756065619.11,7,12.1120004654,1004.33001709,empty,3756092301.0,0.75,3756092301.51,0.0,366.700012207,10.6099996567,3756065619.11,13.8800001144,port_timestamp,84.2969970703,3.67820000648,11.1660003662,57.7999992371,100433.0,3.48795125371,10.0483226842,54.6209983826,32.6038319002,7.43761014938,0.98,0.0839942709608,0.0167505880712,78.7217289159,0.0856482326435,18.7433271113,10.5933640483,-39.6125153629,27.9347101762,3.63632584019,-16.5625529967,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1128',)",3756065683.89,7,12.0970001221,1004.73999023,empty,3756092301.0,0.959999978542,3756092301.51,0.0,367.200012207,10.1199998856,3756065683.89,13.9200000763,port_timestamp,84.3850021362,3.67829990387,11.1669998169,63.5,100474.0,3.56305890177,9.52053616689,60.0074996948,32.6039280677,7.43498754501,0.98,0.082054831936,0.0166774514989,78.5112601127,0.0837325076213,20.1164037916,10.1213003026,-44.4087391071,26.5384959748,3.15626549362,-15.4864645384,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1129',)",3756065747.58,7,12.0900001526,1004.88000488,empty,3756092301.0,4.09999990463,3756092301.51,0.0,367.799987793,9.34000015259,3756065747.58,13.9200000763,port_timestamp,84.5439987183,3.67840003967,11.1680002213,55.7000007629,100488.0,6.39146601193,7.94951346226,52.6365013123,32.6040309012,7.44457244873,0.98,0.0801481460287,0.0166055500523,78.2947446038,0.0818502877477,38.5052990718,10.137246231,-39.2291237796,26.20747114,2.58218657568,-15.382280183,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1130',)",3756065782.0,7,12.1199998856,1004.59997559,empty,3756092301.01,1.94000005722,3756092301.51,0.0,367.5,11.0,3756065782.0,13.8999996185,port_timestamp,84.59400177,3.67840003967,11.1680002213,52.0,100460.0,4.73845988579,10.1148701491,49.1399993896,32.6040309012,7.46587467194,0.98,0.0791176207051,0.0165666887688,78.1735256362,0.0808334898591,24.7685301787,11.1213849461,-35.5513967573,28.3020759274,2.87803924657,-17.5915125416,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1131',)",3756065849.16,7,12.1199998856,1004.88000488,empty,3756092301.01,1.98000001907,3756092301.51,0.0,368.100006104,9.80000019073,3756065849.16,13.8999996185,port_timestamp,84.5550003052,3.67829990387,11.1689996719,43.2999992371,100488.0,4.46448572135,8.94588011644,40.9184989929,32.6021561923,7.46033573151,0.98,0.0771067475823,0.0164908584047,77.9279906234,0.078850484676,26.1667990837,9.94902441353,-29.0237027312,25.0841866724,2.30034732386,-15.4897377346,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1132',)",3756065917.44,7,12.1420001984,1004.88000488,empty,3756092301.01,0.819999992847,3756092301.51,0.0,370.700012207,12.2399997711,3756065917.44,13.8900003433,port_timestamp,84.4789962769,3.6781001091,11.1669998169,33.7000007629,100488.0,3.98014030611,11.6038130599,31.8465003967,32.6019608841,7.46445131302,0.98,0.0750627021999,0.0164137771091,77.6654211631,0.0768363282604,18.6243672632,12.2277329555,-20.5234616353,31.5898302932,-0.219693681929,-20.0470978499,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1133',)",3756065980.42,7,12.1350002289,1004.66998291,empty,3756092301.01,1.5,3756092301.51,0.0,371.200012207,10.8999996185,3756065980.42,13.9200000763,port_timestamp,84.5059967041,3.6781001091,11.1649999619,29.2000007629,100467.0,4.28760113214,10.1329397618,27.5939998627,32.6037328048,7.46495437622,0.98,0.0731771531339,0.0163426727363,77.4107081133,0.0749798552476,22.615884523,10.959329639,-17.0741786313,27.8260902421,-0.71423570845,-17.5655845553,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1134',)",3756069092.43,7,12.0439996719,1005.15002441,empty,3756092308.36,-0.930000007153,3756092312.07,0.0,302.399993896,9.48999977112,3756069092.43,13.8699998856,port_timestamp,84.6429977417,3.67930006981,11.1759996414,18.0,100515.0,1.57413049642,9.40463230804,17.0100002289,32.6058154714,7.42867946625,0.98,-0.0176167937315,0.0137837309172,308.040335352,0.0223683405593,9.62019064195,9.52479377384,58.6516003445,24.1330777786,65.8108136311,-14.2822908363,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1135',)",3756069155.78,7,12.0590000153,1005.57000732,empty,3756092308.36,2.28999996185,3756092312.07,0.0,307.5,10.1700000763,3756069155.78,13.8900003433,port_timestamp,84.59400177,3.67960000038,11.1770000458,21.0,100557.0,4.8600987331,9.22238806826,19.8449993134,32.6078886881,7.42862606049,0.98,-0.017884864014,0.0143663812578,308.773881095,0.022940385159,27.9125715658,10.4202872975,52.7482562857,26.8066038156,60.9177587118,-15.8773308221,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1136',)",3756069223.53,7,12.0439996719,1005.70001221,empty,3756092308.36,0.0,3756092312.07,0.0,320.899993896,9.67000007629,3756069223.53,13.8900003433,port_timestamp,84.6480026245,3.67899990082,11.1770000458,20.7000007629,100570.0,2.51891216196,9.33616532608,19.5615005493,32.6019734428,7.42505407333,0.98,-0.0181715665093,0.0149895286839,309.518853159,0.0235561414405,15.2261928859,9.66028530071,38.9012521067,24.811087568,47.9431006134,-14.2914355254,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1137',)",3756069289.07,7,12.013999939,1005.77001953,empty,3756092308.36,-0.839999973774,3756092312.07,0.0,337.600006104,10.3500003815,3756069289.07,13.9200000763,port_timestamp,84.6760025024,3.67960000038,11.1770000458,21.2999992371,100577.0,1.88504271606,10.2114994889,20.1284999847,32.6078886881,7.41227149963,0.98,-0.0184488957692,0.0155923033976,310.203220679,0.0241553654566,10.5749114112,10.3720684365,25.7360638901,27.682539152,31.8135733839,-14.7812047179,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1138',)",3756069322.01,7,12.013999939,1005.64001465,empty,3756092308.36,1.37999999523,3756092312.07,0.0,337.799987793,9.69999980927,3756069322.01,13.8999996185,port_timestamp,84.81199646,3.67960000038,11.1780004501,22.0,100564.0,3.8590853466,9.00565692075,20.7899990082,32.6070023395,7.42519044876,0.98,-0.0185882967186,0.0158952911435,310.534533236,0.0244578219683,23.3326293887,9.79041199548,22.4514558457,25.4820454313,31.6169662083,-13.8575567858,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1139',)",3756069389.79,7,11.9989995956,1006.04998779,empty,3756092308.36,2.11999988556,3756092312.07,0.0,332.200012207,10.7399997711,3756069389.79,13.9099998474,port_timestamp,84.7740020752,3.67980003357,11.1789999008,20.8999996185,100605.0,4.84444520126,9.81699268057,19.7504997253,32.6080872945,7.41145896912,0.98,-0.0188751303954,0.0165187236925,311.191055974,0.0250826390133,26.3921327304,10.9408031893,31.6012813543,29.3732575661,37.0529726966,-15.4494062349,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1140',)",3756069453.87,7,12.0220003128,1005.70001221,empty,3756092308.36,-1.99000000954,3756092312.07,0.0,320.299987793,7.59000015259,3756069453.87,13.8999996185,port_timestamp,84.9649963379,3.67969989777,11.1770000458,19.2000007629,100570.0,0.0557988212471,7.84634238647,18.1440010071,32.6088701899,7.44214200974,0.98,-0.0191462813625,0.0171080698963,311.782231416,0.0256761785628,0.548445320571,7.8295930132,38.069935421,18.9857104284,48.4603028429,-11.2320768432,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1141',)",3756069516.74,7,12.013999939,1005.70001221,empty,3756092308.36,-1.02999997139,3756092312.07,0.0,316.0,10.25,3756069516.74,13.8999996185,port_timestamp,84.9219970703,3.67969989777,11.1770000458,16.7000007629,100570.0,1.67555320719,10.1644439784,15.7815008163,32.6088701899,7.43442058563,0.98,-0.0194123542779,0.0176863789628,312.336301374,0.0262611404822,9.48341436175,10.2873513616,48.3160477337,26.265928987,52.6954704956,-14.8638509326,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1142',)",3756069582.61,7,12.0290002823,1005.57000732,empty,3756092308.36,-0.550000011921,3756092312.07,0.0,321.200012207,9.10999965668,3756069582.61,13.8999996185,port_timestamp,84.8450012207,3.67960000038,11.1770000458,15.8000001907,100557.0,1.84202665455,8.93876566209,14.9309997559,32.6078886881,7.43598890305,0.98,-0.0196910842348,0.0182921980891,312.89080725,0.0268764452499,11.7885138868,9.11267467656,42.340557991,22.856861107,47.6376534361,-13.2229567962,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1143',)",3756079893.69,7,11.8409996033,1009.01000977,empty,3756092308.36,4.17000007629,3756092312.07,0.0,0.0,9.03999996185,3756079893.69,13.8299999237,port_timestamp,85.6999969482,3.68420004845,11.2130002975,16.8999996185,100901.0,6.38084544811,7.64168249235,15.9704999924,32.6213210525,7.392993927,0.98,-0.0624465995003,0.113153219596,331.106727435,0.129240972195,40.5585663329,9.90932719318,349.811094498,22.021828707,358.272605698,-14.5128399148,29,29,29,29,29,29,29,28,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1144',)",3756079959.53,7,11.8339996338,1009.15002441,empty,3756092308.36,0.469999998808,3756092312.07,0.0,367.299987793,9.07999992371,3756079959.53,13.8299999237,port_timestamp,85.6029968262,3.68379998207,11.2100000381,5.40000009537,100915.0,2.81899893645,8.644104558,5.10300016403,32.6200408794,7.38013792038,0.98,-0.0621082215083,0.113775471077,331.370575195,0.129623643668,18.6623277016,9.00373771202,13.5021642109,24.8854364731,3.24791020288,-9.52818230105,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1145',)",3756080030.22,7,11.8640003204,1009.35998535,empty,3756092308.36,1.40999996662,3756092312.07,0.0,367.200012207,10.6499996185,3756080030.22,13.8400001526,port_timestamp,85.577003479,3.68390011787,11.2100000381,5.40000009537,100936.0,4.13551251775,9.91504553676,5.10300016403,32.6210254239,7.39103221893,0.98,-0.0617449596804,0.114443482046,331.652091072,0.13003749701,23.1837692105,10.661555748,16.2268107544,29.5357670256,3.35389022607,-11.9698644562,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1146',)",3756080064.18,7,11.8710002899,1008.80999756,empty,3756092308.36,2.57999992371,3756092312.07,0.0,365.600006104,10.4799995422,3756080064.18,13.8699998856,port_timestamp,85.4260025024,3.68370008469,11.2100000381,5.5,100881.0,5.22083802843,9.4461442024,5.19749975204,32.619056339,7.38538312912,0.98,-0.0615704542196,0.114764384362,331.786689272,0.130237416862,29.5138021121,10.7228022777,20.216693905,30.1045714181,4.90014142469,-12.1782934582,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1147',)",3756080129.66,7,11.8559999466,1009.35998535,empty,3756092308.36,1.75999999046,3756092312.07,0.0,365.700012207,9.43999958038,3756080129.66,13.8699998856,port_timestamp,85.4199981689,3.68379998207,11.2100000381,5.5,100936.0,4.15823995032,8.65564743735,5.19749975204,32.6200408794,7.37350082397,0.98,-0.061233910911,0.115383261999,332.045102407,0.130624993761,26.2925178079,9.52575833466,15.7661540476,26.6390154113,4.79662907793,-10.4719906896,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1148',)",3756080197.48,7,11.8559999466,1008.88000488,empty,3756092308.36,2.78999996185,3756092312.07,0.0,362.600006104,10.3400001526,3756080197.48,13.8299999237,port_timestamp,85.3880004883,3.68390011787,11.2100000381,5.40000009537,100888.0,5.38712023078,9.25627563126,5.10300016403,32.6210254239,7.37423610687,0.98,-0.0608853933476,0.116024159383,332.311092982,0.131029144406,30.7968651001,10.6407218857,21.0690887249,30.2374873647,7.7981377151,-11.8635361909,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1149',)",3756080268.23,7,11.8489999771,1009.28997803,empty,3756092308.36,0.379999995232,3756092312.07,0.0,365.600006104,10.970000267,3756080268.23,13.8299999237,port_timestamp,85.4260025024,3.68390011787,11.2100000381,5.40000009537,100929.0,3.22442705509,10.4923007973,5.10300016403,32.6210254239,7.371114254,0.98,-0.0605217871962,0.116692803537,332.586849707,0.13145378322,17.567944472,10.8832040382,18.8470869402,31.0735395662,4.89813187407,-12.021584336,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1150',)",3756080302.06,7,11.8489999771,1009.28997803,empty,3756092308.36,2.88000011444,3756092312.08,0.0,366.200012207,10.8000001907,3756080302.06,13.8599996567,port_timestamp,85.4580001831,3.68400001526,11.2110004425,5.5,100929.0,5.59383749849,9.67695131844,5.19749975204,32.6211236968,7.37388706207,0.98,-0.0603479087121,0.117012552891,332.718087935,0.131657918941,30.6020131149,11.1068556225,21.2363158701,31.7175764082,4.32400157408,-12.2757744772,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1151',)",3756080367.07,7,11.8339996338,1009.35998535,empty,3756092308.36,4.21999979019,3756092312.08,0.0,367.399993896,9.27999973297,3756080367.07,13.8699998856,port_timestamp,85.4629974365,3.68370008469,11.2100000381,5.30000019073,100936.0,6.49163592682,7.86037252723,5.00850009918,32.619056339,7.36647891998,0.98,-0.0600138116448,0.117626932076,332.969112381,0.132052083428,40.2367713171,10.1426931161,16.6315852364,28.8770835711,3.15389680002,-10.8620751209,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
