obs,time,deployment,air_temperature,barometric_pressure,dcl_controller_timestamp,driver_timestamp,eastward_wind_velocity,ingestion_timestamp,internal_timestamp,longwave_irradiance,northward_wind_velocity,port_timestamp,precipitation,preferred_timestamp,relative_humidity,sea_surface_conductivity,sea_surface_temperature,shortwave_irradiance,met_barpres,met_windavg_mag_corr_east,met_windavg_mag_corr_north,met_netsirr,met_salsurf,met_spechum,ct_depth,velpt_ab_dcl_instrument-eastward_velocity,velpt_ab_dcl_instrument-northward_velocity,met_current_direction,met_current_speed,met_relwind_direction,met_relwind_speed,met_heatflx_minute,met_latnflx_minute,met_netlirr_minute,met_sensflx_minute,barometric_pressure_qc_executed,barometric_pressure_qc_results,relative_humidity_qc_executed,relative_humidity_qc_results,air_temperature_qc_executed,air_temperature_qc_results,longwave_irradiance_qc_executed,longwave_irradiance_qc_results,precipitation_qc_executed,precipitation_qc_results,sea_surface_temperature_qc_executed,sea_surface_temperature_qc_results,sea_surface_conductivity_qc_executed,sea_surface_conductivity_qc_results,shortwave_irradiance_qc_executed,shortwave_irradiance_qc_results,eastward_wind_velocity_qc_executed,eastward_wind_velocity_qc_results,northward_wind_velocity_qc_executed,northward_wind_velocity_qc_results,met_barpres_qc_executed,met_barpres_qc_results,met_current_direction_qc_executed,met_current_direction_qc_results,met_current_speed_qc_executed,met_current_speed_qc_results,met_relwind_direction_qc_executed,met_relwind_direction_qc_results,met_relwind_speed_qc_executed,met_relwind_speed_qc_results,met_netsirr_qc_executed,met_netsirr_qc_results,met_salsurf_qc_executed,met_salsurf_qc_results,met_spechum_qc_executed,met_spechum_qc_results,lat,lon
"('177',)",3759579459.19,7,6.17899990082,1025.56005859,empty,3759591246.74,2.0,3759591246.77,0.0,329.200012207,-1.55999994278,3759579459.19,37.2700004578,port_timestamp,81.7969970703,3.60229992867,10.3559999466,32.7999992371,102556.007812,1.52518494809,-2.02667478782,30.9959983826,32.5701743295,4.72996473312,0.98,0.160421039156,0.0467135856468,73.7647762904,0.167084017452,146.645936814,2.48224089773,66.8435100577,39.7954070514,34.6764590778,23.3676423111,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('178',)",3759579525.33,7,6.14200019836,1025.63000488,empty,3759591246.74,1.85000002384,3759591246.77,0.0,329.799987793,-1.03999996185,3759579525.33,37.2700004578,port_timestamp,81.7620010376,3.60220003128,10.3549995422,34.2000007629,102563.0,1.51565910594,-1.48555628754,32.3190002441,32.570066672,4.71551513672,0.98,0.161400956853,0.0471725487443,73.7079777949,0.168153258155,138.537466896,2.0453050677,58.4847400711,35.7067076217,34.052310933,21.0447217605,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('179',)",3759579591.56,7,6.15700006485,1025.63000488,empty,3759591246.74,2.25,3759591246.77,0.0,329.299987793,-0.819999992847,3759579591.56,37.2599983215,port_timestamp,81.7679977417,3.60240006447,10.3549995422,35.9000015259,102563.0,1.95912564264,-1.37721701435,33.9255027771,32.5720797372,4.72076368332,0.98,0.162382282078,0.0476321710839,73.651817079,0.169224198196,128.41503728,2.29313800391,61.1074382346,38.0731249983,34.5566620194,22.403153994,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('180',)",3759582693.25,7,6.8189997673,1025.63000488,empty,3759591246.74,1.14999997616,3759591246.77,0.0,336.200012207,-1.29999995232,3759582693.25,37.2799987793,port_timestamp,76.4010009766,3.59940004349,10.329000473,53.9000015259,102563.0,0.772118316201,-1.55445589419,50.9355010986,32.5652271721,4.61638069153,0.98,0.2060344288,0.067281491172,71.9153124776,0.216741747029,160.757940845,1.71769703809,24.7822594087,32.4788669417,27.837820318,15.2560056399,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('181',)",3759582758.42,7,6.83400011063,1025.63000488,empty,3759591246.74,1.84000003338,3759591246.77,0.0,337.899993896,-1.08000004292,3759582758.42,37.2900009155,port_timestamp,76.46900177,3.59940004349,10.3310003281,42.9000015259,102563.0,1.49559532356,-1.52157643373,40.5405006409,32.5634337389,4.62527704239,0.98,0.205390851036,0.066423818225,72.0786873564,0.215864599499,140.907135033,2.04606265327,41.6777095993,35.750504898,26.236481794,16.7893511739,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('182',)",3759582822.28,7,6.87900018692,1025.48999023,empty,3759591246.74,2.72000002861,3759591246.77,0.0,338.5,-1.34000003338,3759582822.28,37.2700004578,port_timestamp,76.56199646,3.59969997406,10.329000473,42.4000015259,102549.0,2.27762852175,-2.0016014993,40.0680007935,32.5682466812,4.6459236145,0.98,0.204760131796,0.0655832813708,72.2400900959,0.215006693776,134.921342406,2.92746243008,50.7296021835,44.3557833476,25.7199772197,20.7218424096,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('183',)",3759582885.56,7,6.80399990082,1025.56005859,empty,3759591246.74,3.98000001907,3759591246.77,0.0,338.5,-0.0299999993294,3759582885.56,37.2799987793,port_timestamp,75.8799972534,3.59949994087,10.3310003281,41.7999992371,102556.007812,3.83509529934,-1.06458639704,39.5009994507,32.5644389024,4.5803899765,0.98,0.204135180122,0.0647504307437,72.401291089,0.214158329385,107.277251025,3.80253508307,70.6536357614,55.0448838379,25.7683873733,25.7489941549,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('184',)",3759582952.55,7,6.88700008392,1025.48999023,empty,3759591246.74,3.82999992371,3759591246.77,0.0,338.5,-0.629999995232,3759582952.55,37.2799987793,port_timestamp,75.9789962769,3.5992000103,10.3260002136,41.5,102549.0,3.53413865096,-1.60488734974,39.2174987793,32.5659074498,4.61298751831,0.98,0.203473628087,0.0638688041324,72.5733287698,0.213262142604,116.612147981,3.72532905871,64.4647092304,53.3421804295,25.7528508644,24.5871767159,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('185',)",3759582986.32,7,6.87200021744,1025.63000488,empty,3759591246.74,4.82999992371,3759591246.77,0.0,338.5,-0.40000000596,3759582986.32,37.2700004578,port_timestamp,75.8239974976,3.59960007668,10.3310003281,41.9000015259,102563.0,4.55953915417,-1.64301611964,39.595500946,32.5654479069,4.59817171097,0.98,0.203140076924,0.06342429249,72.6606183478,0.212811023518,111.390722144,4.67869124867,81.1344329819,64.9210573659,25.829150311,29.9797262511,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('186',)",3759583051.16,7,6.89400005341,1025.48999023,empty,3759591246.74,3.78999996185,3759591246.78,0.0,335.399993896,-1.84000003338,3759583051.16,37.25,port_timestamp,75.8300018311,3.59929990768,10.329000473,42.2000007629,102549.0,3.18066731733,-2.76279844544,39.8790016174,32.5642219568,4.60613584518,0.98,0.202499738485,0.0625709364751,72.8292339431,0.211946375713,133.491838715,4.10514241799,73.1083625628,57.7249973611,28.7704210529,26.4919457662,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('187',)",3759583113.2,7,6.9470000267,1025.48999023,empty,3759591246.74,4.32000017166,3759591246.78,0.0,335.5,-0.639999985695,3759583113.2,37.2700004578,port_timestamp,76.047996521,3.59969997406,10.3330001831,42.9000015259,102549.0,4.0046578671,-1.74204386636,40.5405006409,32.5646596347,4.6362953186,0.98,0.201887023142,0.0617543927664,72.9918674625,0.211120759612,115.376757226,4.20888990724,80.1494772918,58.2464628839,28.7104436408,26.5985585202,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('188',)",3759583176.14,7,7.03700017929,1025.69995117,empty,3759591246.74,3.40000009537,3759591246.78,0.0,336.200012207,-2.08999991417,3759583176.14,37.2700004578,port_timestamp,76.6859970093,3.59940004349,10.3299999237,44.4000015259,102569.992188,2.7390502614,-2.90270631571,41.9580001831,32.5643308634,4.70337486267,0.98,0.201265508307,0.060926122292,73.1581399718,0.210285038012,139.426262646,3.90172637183,63.4780102363,53.216809822,28.0242037907,24.1949968067,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('189',)",3759586290.94,7,7.04500007629,1025.91003418,empty,3759591246.74,3.03999996185,3759591246.78,0.0,327.200012207,-0.5,3759586290.94,37.2999992371,port_timestamp,73.2689971924,3.59840011597,10.3229999542,291.899993896,102591.0,2.80517849066,-1.2738027334,275.845489502,32.5605517938,4.49478006363,0.98,0.169504982937,0.0212728905767,82.8467731719,0.170834642605,116.167849882,2.93666404465,-173.052981958,46.4462677331,36.6340266644,19.4942364723,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('190',)",3759586353.58,7,7.04500007629,1025.97998047,empty,3759591246.74,3.70000004768,3759591246.78,0.0,328.0,0.370000004768,3759586353.58,37.2700004578,port_timestamp,73.1920013428,3.59840011597,10.3229999542,422.0,102598.0,3.66882284328,-0.605507473961,398.790008545,32.5605517938,4.48973751068,0.98,0.168198350565,0.0213727233514,82.7583167522,0.169550813729,100.152723156,3.55631137849,-286.891392833,53.4667040979,35.9556479754,22.4762636386,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('191',)",3759586423.28,7,7.08300018311,1025.77001953,empty,3759591246.74,4.05000019073,3759591246.78,0.0,327.0,-0.579999983311,3759586423.28,37.2900009155,port_timestamp,73.3590011597,3.59840011597,10.3240003586,327.299987793,102577.0,3.75957089963,-1.61385506669,309.298492432,32.5596546748,4.51270246506,0.98,0.166744492606,0.0214838048438,82.6583058674,0.168122811317,114.473499574,3.94749728508,-184.652861758,57.3347332782,36.9043546359,23.9593130772,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('192',)",3759586493.69,7,7.09800004959,1025.83996582,empty,3759591246.74,4.11000013351,3759591246.78,0.0,325.100006104,-0.660000026226,3759586493.69,37.2900009155,port_timestamp,74.0859985352,3.59850001335,10.3229999542,261.5,102584.0,3.79668754268,-1.70671170247,247.117492676,32.5615571379,4.56193828583,0.98,0.165275699321,0.0215960274645,82.5555277574,0.16668066831,115.451305517,4.0217160001,-127.221333816,57.0658258076,38.7147758619,24.1155571901,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('193',)",3759586525.8,7,7.08300018311,1025.83996582,empty,3759591246.74,3.6099998951,3759591246.78,0.0,326.600006104,-0.72000002861,3759586525.8,37.2999992371,port_timestamp,74.5680007935,3.59840011597,10.3229999542,239.0,102584.0,3.29829838774,-1.63454184077,225.854995728,32.5605517938,4.58696937561,0.98,0.164605841642,0.0216472076987,82.5080620112,0.166023145084,117.856916787,3.54443100338,-108.493383057,51.2890390627,37.2416709409,21.9642983954,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('194',)",3759586591.21,7,6.992000103,1025.83996582,empty,3759591246.74,4.46999979019,3759591246.78,0.0,327.700012207,1.13999998569,3759586591.21,37.2799987793,port_timestamp,74.5869979858,3.59820008278,10.3199996948,225.600006104,102584.0,4.61265710461,-0.0623901190373,213.192001343,32.5612316878,4.55952262878,0.98,0.163241428752,0.021751455173,82.4102083649,0.16468421255,91.0833742848,4.45021119287,-87.2519284487,62.4282768774,36.2028072372,27.3089887795,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('195',)",3759586657.56,7,7.13500022888,1025.77001953,empty,3759591246.74,5.03000020981,3759591246.78,0.0,329.700012207,0.579999983311,3759586657.56,37.2900009155,port_timestamp,75.6800003052,3.59789991379,10.3170003891,214.300003052,102577.0,5.00765191377,-0.748815332286,202.513504028,32.5609014326,4.67255163193,0.98,0.161857512341,0.0218571928067,82.3093173055,0.163326639525,99.0366077344,4.90669537691,-72.2352494306,64.6108733451,34.3229945069,28.1099562665,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('196',)",3759586719.53,7,6.98500013351,1025.69995117,empty,3759591246.75,5.59999990463,3759591246.78,0.0,331.399993896,-0.330000013113,3759586719.53,37.2799987793,port_timestamp,75.1480026245,3.59770011902,10.3159999847,197.5,102569.992188,5.32122946309,-1.77578600672,186.637496948,32.5597876621,4.59232807159,0.98,0.160564772332,0.0219559641404,82.2135465578,0.162058972215,109.206023799,5.46482719253,-50.0270776138,71.9379350192,32.6977309863,31.974753329,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('197',)",3759586781.5,7,6.91699981689,1025.91003418,empty,3759591246.75,4.44999980927,3759591246.78,0.0,332.5,-0.759999990463,3759586781.5,37.2900009155,port_timestamp,75.2229995728,3.59770011902,10.3159999847,175.0,102591.0,4.09895470538,-1.8917369297,165.375,32.5597876621,4.57452964783,0.98,0.159272240912,0.0220547195369,82.1162818075,0.160791969261,115.909233152,4.37991967935,-41.1152774836,61.418901712,31.5451617032,27.6716787172,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('198',)",3759589892.34,7,6.78900003433,1025.42004395,empty,3759591246.75,2.51999998093,3759591246.78,0.0,0.0,-0.959999978542,3759589892.34,37.2900009155,port_timestamp,78.0380020142,3.59770011902,10.3159999847,203.5,102542.007812,2.18339613609,-1.58265004837,192.307495117,32.5597876621,4.70680332184,0.98,0.0964053860148,0.0274237078525,74.1209401519,0.100230026464,127.649504598,2.63588085682,207.253648953,34.0903572041,350.467588563,15.0031983038,29,29,29,29,29,29,29,28,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('199',)",3759589958.6,7,6.80399990082,1025.42004395,empty,3759591246.75,2.51999998093,3759591246.78,0.0,0.0,-1.16999995708,3759589958.6,37.2900009155,port_timestamp,77.8369979858,3.59759998322,10.3170003891,292.0,102542.007812,2.12875288595,-1.78541618509,275.940002441,32.5578811493,4.69949960709,0.98,0.09647519883,0.0278242179126,73.9120162532,0.100407425481,131.740005913,2.7235993385,125.049848461,35.0782869127,350.558264956,15.3532990345,29,29,29,29,29,29,29,28,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('200',)",3759590026.52,7,6.82700014114,1025.56005859,empty,3759591246.75,2.09999990463,3759591246.78,0.0,306.899993896,-0.889999985695,3759590026.52,37.2999992371,port_timestamp,77.9410018921,3.59750008583,10.3140001297,295.600006104,102556.007812,1.79607816424,-1.40577480484,279.342010498,32.5595702009,4.7126159668,0.98,0.096546768214,0.0282348052552,73.6986034651,0.100590668953,130.156590305,2.22368849616,-166.946391572,35.8604137031,56.0184018295,17.2938494993,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('201',)",3759590092.02,7,6.93200016022,1025.42004395,empty,3759591246.75,2.3599998951,3759591246.78,0.0,308.0,-0.860000014305,3759590092.02,37.2700004578,port_timestamp,78.3349990845,3.59759998322,10.3170003891,320.399993896,102542.007812,2.05492814096,-1.44446179076,302.777984619,32.5578811493,4.77152585983,0.98,0.0966157875699,0.0286307633074,73.4935325081,0.100768700574,126.951419244,2.45050789557,-192.858293686,37.1448719517,55.0318560541,17.742962927,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('202',)",3759590124.65,7,6.87200021744,1025.35998535,empty,3759591246.75,2.54999995232,3759591246.78,0.0,310.100006104,-1.08000004292,3759590124.65,37.2799987793,port_timestamp,77.8560028076,3.59770011902,10.3170003891,336.0,102536.0,2.18113796808,-1.70632265815,317.519989014,32.5588904645,4.72299385071,0.98,0.0966501708002,0.0288280169149,73.3916435464,0.100857870664,129.774370929,2.71216467829,-197.843088426,40.5647197727,53.0340850731,19.4111005713,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('203',)",3759590190.35,7,7.08300018311,1025.48999023,empty,3759591246.75,2.67000007629,3759591246.78,0.0,312.700012207,-1.42999994755,3759590190.35,37.2799987793,port_timestamp,78.2620010376,3.59759998322,10.3159999847,343.200012207,102549.0,2.20593239543,-2.07549091162,324.324005127,32.5587783187,4.81650829315,0.98,0.0967194072239,0.0292252202665,73.1870202857,0.101038394848,134.938857351,2.97969955288,-213.177181815,41.3624380867,50.5944593174,19.1899259076,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('204',)",3759590255.78,7,7.01499986649,1025.42004395,empty,3759614352.6,2.42000007629,3759614352.64,0.0,315.5,-1.24000000954,3759590255.78,37.25,port_timestamp,77.9469985962,3.59759998322,10.3170003891,367.799987793,102542.007812,2.01398323275,-1.82698438174,347.570983887,32.5578811493,4.77501392365,0.98,0.0967883486043,0.0296207309805,72.9839968089,0.101219425652,134.080173846,2.66882348018,-242.084217754,39.2519778185,47.894491371,18.3402969433,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('205',)",3759590319.7,7,7.0529999733,1025.35998535,empty,3759614352.6,2.74000000954,3759614352.64,0.0,316.600006104,-1.07000005245,3759590319.7,37.2900009155,port_timestamp,77.7399978638,3.59759998322,10.3170003891,434.700012207,102536.0,2.36719517548,-1.74610628706,410.791503906,32.5578811493,4.77503728867,0.98,0.0968557072804,0.0300071618575,72.7863367724,0.101397523616,128.036492937,2.88253712626,-290.278715303,41.3312974065,46.8872191086,19.0992553206,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('206',)",3759590388.52,7,7.08300018311,1025.48999023,empty,3759614352.6,2.79999995232,3759614352.64,0.0,318.5,-0.740000009537,3759590388.52,37.2900009155,port_timestamp,77.7040023804,3.59770011902,10.3170003891,411.899993896,102549.0,2.5109962925,-1.44308605638,389.245483398,32.5588904645,4.78206825256,0.98,0.0969282218606,0.0304231717086,72.5743244284,0.101590597842,121.399235441,2.82824222707,-284.870799293,40.6558314648,45.0564860338,18.6623666071,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('207',)",3759593491.3,7,7.50400018692,1024.25,empty,3759614352.6,4.61000013351,3759614352.64,0.0,335.200012207,0.550000011921,3759593491.3,37.2900009155,port_timestamp,75.0029983521,3.59739995003,10.3159999847,183.100006104,102425.0,4.59431335327,-0.668495367299,173.029510498,32.5567673208,4.75640487671,0.98,0.101049563565,0.0469805169018,65.0650830195,0.111436902618,99.0474230097,4.54987090198,-62.649764111,58.4439494671,29.0406898991,22.8951070208,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('208',)",3759593562.14,7,7.43699979782,1024.10998535,empty,3759614352.6,4.67999982834,3759614352.64,0.0,333.0,0.660000026226,3759593562.14,37.2900009155,port_timestamp,74.0670013428,3.59730005264,10.3140001297,243.399993896,102411.0,4.69052443923,-0.580498848274,230.012985229,32.5575552614,4.6760020256,0.98,0.101785175106,0.0457021633696,65.8196293966,0.111574681752,97.7708517889,4.63126934448,-113.696796622,61.2931054954,31.1446938387,23.8783892734,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('209',)",3759593628.61,7,7.50400018692,1024.10998535,empty,3759614352.6,4.42000007629,3759614352.64,0.0,331.0,1.19000005722,3759593628.61,37.2900009155,port_timestamp,74.0670013428,3.59739995003,10.3149995804,249.0,102411.0,4.57739004192,-0.00110216890681,235.304992676,32.5576644733,4.69752025604,0.98,0.102475490451,0.044502526046,66.5259071428,0.111721533142,90.5838918401,4.47514692844,-120.923124297,58.8051285185,33.0779527568,22.498787103,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('210',)",3759593664.67,7,7.52699995041,1024.25,empty,3759614352.6,4.63999986649,3759614352.64,0.0,328.100006104,0.699999988079,3759593664.67,37.2900009155,port_timestamp,73.9140014648,3.59730005264,10.3140001297,260.299987793,102425.0,4.66231058009,-0.531468530622,245.98348999,32.5575552614,4.69453811646,0.98,0.102849916198,0.0438518450132,66.9081836834,0.111808271487,97.1916699006,4.5956147663,-127.186422037,60.1500424267,35.8726936168,22.7743319098,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('211',)",3759593732.51,7,7.51200008392,1024.31994629,empty,3759614352.6,5.38000011444,3759614352.64,0.0,326.0,2.02999997139,3759593732.51,37.2799987793,port_timestamp,73.6910018921,3.59730005264,10.3140001297,280.200012207,102431.992188,5.72289408474,0.560164627657,264.789001465,32.5575552614,4.67520952225,0.98,0.103554416457,0.0426275569951,67.625777212,0.111984935519,84.7379452026,5.64312173598,-129.507972188,70.5556914299,37.9704615632,26.7548762838,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('212',)",3759593797.75,7,7.63999986649,1024.39001465,empty,3759614352.6,5.65000009537,3759614352.64,0.0,324.200012207,1.60000002384,3759593797.75,37.2900009155,port_timestamp,74.8519973755,3.59719991684,10.3129997253,295.5,102439.0,5.87170485403,0.074721222578,279.247497559,32.5574468924,4.79055547714,0.98,0.104231876068,0.0414502605033,68.3135926063,0.112171333612,89.6694801052,5.76756894267,-142.260947489,68.4432127838,39.740980939,25.774382899,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('213',)",3759593866.74,7,7.55700016022,1024.39001465,empty,3759614352.6,5.28999996185,3759614352.64,0.0,326.399993896,0.839999973774,3759593866.74,37.2700004578,port_timestamp,75.1600036621,3.59719991684,10.3129997253,290.200012207,102439.0,5.32634904054,-0.565425017692,274.239013672,32.5574468924,4.78307104111,0.98,0.104948276708,0.0402052918765,69.0383507522,0.112385970116,96.6161729255,5.25640694852,-147.404841047,64.3219764824,37.5749151725,24.9372809701,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('214',)",3759593932.44,7,7.54199981689,1024.18005371,empty,3759614352.6,5.11999988556,3759614352.64,0.0,329.200012207,1.70000004768,3759593932.44,37.2900009155,port_timestamp,75.266998291,3.59730005264,10.3140001297,261.100006104,102418.007812,5.38598209635,0.309185782448,246.739501953,32.5575552614,4.7859621048,0.98,0.105630471546,0.0390197664567,69.7258320118,0.112607009965,87.0710499071,5.28725854841,-115.906109006,64.6280739588,34.87955223,25.2385663364,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('215',)",3759593966.12,7,7.56500005722,1024.39001465,empty,3759614352.6,5.69999980927,3759614352.64,0.0,331.899993896,1.62000000477,3759593966.12,37.2700004578,port_timestamp,75.9609985352,3.59719991684,10.3140001297,223.199996948,102439.0,5.92518634895,0.0810220422409,210.923995972,32.5565497173,4.83684396744,0.98,0.105980307333,0.0384118181166,70.077307097,0.112726630897,89.5804681331,5.81936204287,-83.7277199346,67.9728783511,32.3213342574,26.9020634286,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('216',)",3759597094.26,7,7.56500005722,1024.18005371,empty,3759614352.6,5.88000011444,3759614352.64,0.0,340.100006104,1.04999995232,3759597094.26,37.2599983215,port_timestamp,77.1039962769,3.59579992294,10.2989997864,135.800003052,102418.007812,5.95066878511,-0.516180448633,128.331008911,32.555915608,4.91084766388,0.98,0.13643362748,-0.0165148938789,96.9019083788,0.137429532588,94.911834353,5.83566586902,-10.9610968909,66.1233493718,24.3481679094,26.8983947391,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('217',)",3759597158.97,7,7.48199987411,1024.25,empty,3759614352.6,5.90999984741,3759614352.65,0.0,341.0,-0.070000000298,3759597158.97,37.2900009155,port_timestamp,76.7099990845,3.59570002556,10.3000001907,207.5,102425.0,5.68820443639,-1.60540601916,196.087493896,32.5540124041,4.85764789581,0.98,0.135712016677,-0.0166368748094,96.9889922844,0.136727967417,105.967743471,5.77532332125,-68.6579292699,67.1794202004,23.4765062415,27.6476797535,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('218',)",3759597221.56,7,7.54899978638,1024.05004883,empty,3759614352.6,6.03000020981,3759614352.65,0.0,340.700012207,1.51999998093,3759597221.56,37.2900009155,port_timestamp,76.8769989014,3.59570002556,10.2989997864,205.800003052,102405.007812,6.21779866466,-0.10140137134,194.481002808,32.5549097084,4.89160585403,0.98,0.135013959935,-0.0167548741664,97.0740881328,0.136049605607,90.797262151,6.08337363586,-73.8592157009,68.8478687036,23.7888658685,27.9850525347,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
