obs,time,deployment,air_temperature,barometric_pressure,dcl_controller_timestamp,driver_timestamp,eastward_wind_velocity,ingestion_timestamp,internal_timestamp,longwave_irradiance,northward_wind_velocity,port_timestamp,precipitation,preferred_timestamp,relative_humidity,sea_surface_conductivity,sea_surface_temperature,shortwave_irradiance,met_barpres,met_windavg_mag_corr_east,met_windavg_mag_corr_north,met_netsirr,met_salsurf,met_spechum,ct_depth,velpt_ab_dcl_instrument-eastward_velocity,velpt_ab_dcl_instrument-northward_velocity,met_current_direction,met_current_speed,met_relwind_direction,met_relwind_speed,met_heatflx_minute,met_latnflx_minute,met_netlirr_minute,met_sensflx_minute,barometric_pressure_qc_executed,barometric_pressure_qc_results,relative_humidity_qc_executed,relative_humidity_qc_results,air_temperature_qc_executed,air_temperature_qc_results,longwave_irradiance_qc_executed,longwave_irradiance_qc_results,precipitation_qc_executed,precipitation_qc_results,sea_surface_temperature_qc_executed,sea_surface_temperature_qc_results,sea_surface_conductivity_qc_executed,sea_surface_conductivity_qc_results,shortwave_irradiance_qc_executed,shortwave_irradiance_qc_results,eastward_wind_velocity_qc_executed,eastward_wind_velocity_qc_results,northward_wind_velocity_qc_executed,northward_wind_velocity_qc_results,met_barpres_qc_executed,met_barpres_qc_results,met_current_direction_qc_executed,met_current_direction_qc_results,met_current_speed_qc_executed,met_current_speed_qc_results,met_relwind_direction_qc_executed,met_relwind_direction_qc_results,met_relwind_speed_qc_executed,met_relwind_speed_qc_results,met_netsirr_qc_executed,met_netsirr_qc_results,met_salsurf_qc_executed,met_salsurf_qc_results,met_spechum_qc_executed,met_spechum_qc_results,lat,lon
"('0',)",3759438693.25,7,7.06799983978,1023.35998535,empty,3759440004.9,-1.53999996185,3759440005.23,0.0,253.800003052,-3.51999998093,3759438693.25,37.2200012207,port_timestamp,68.0459976196,3.66319990158,10.9619998932,150.699996948,102336.0,-2.40289866701,-2.99801229889,142.411499023,32.6366944872,4.19056415558,0.98,0.117035110508,0.103276351411,48.5735605913,0.156087225142,219.095380648,3.99600519714,,,,,29,29,29,29,29,29,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1',)",3759438762.61,7,7.12799978256,1023.63000488,empty,3759440004.9,-1.55999994278,3759440005.23,0.0,253.100006104,-3.6400001049,3759438762.61,37.2000007629,port_timestamp,68.5889968872,3.6631000042,10.9619998932,188.800003052,102363.0,-2.45343526715,-3.10867431151,178.416000366,32.6357040611,4.24042272568,0.98,0.117161550038,0.103375305314,48.577030848,0.15624750416,218.670217074,4.11402852901,,,,,29,29,29,29,29,29,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('2',)",3759438827.19,7,7.13500022888,1023.35998535,empty,3759440004.9,-1.29999995232,3759440005.24,0.0,252.100006104,-4.84000015259,3759438827.19,37.1899986267,port_timestamp,68.3539962769,3.66269993782,10.9560003281,202.899993896,102336.0,-2.51464758353,-4.33499122072,191.740493774,32.6370770652,4.22900390625,0.98,0.117279266897,0.103467432694,48.5802553089,0.15639672654,210.667185109,5.16013121578,,,,,29,29,29,29,29,29,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('3',)",3759438892.33,7,7.09800004959,1023.35998535,empty,3759440004.9,0.439999997616,3759440005.24,0.0,251.5,-4.30999994278,3759438892.33,37.2000007629,port_timestamp,67.5540008545,3.66300010681,10.9610004425,168.600006104,102336.0,-0.69667553106,-4.27601949353,159.327011108,32.6356029415,4.16877317429,0.98,0.117398022822,0.103560373266,48.5835020026,0.15654726658,190.529927419,4.45459712666,,,,,29,29,29,29,29,29,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('4',)",3759438923.79,7,7.09800004959,1023.35998535,empty,3759440004.9,-0.310000002384,3759440005.24,0.0,252.800003052,-3.94000005722,3759438923.79,37.2200012207,port_timestamp,66.8359985352,3.66289997101,10.9589996338,172.800003052,102336.0,-1.32456017231,-3.72360588708,163.296005249,32.636389079,4.12435436249,0.98,0.11745536276,0.103605248556,48.5850673972,0.156619953293,200.64539155,4.08985988515,,,,,29,29,29,29,29,29,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('5',)",3759438991.07,7,7.19600009918,1023.63000488,empty,3759463118.37,-0.569999992847,3759463118.39,0.0,253.5,-3.71000003815,3759438991.07,37.1899986267,port_timestamp,67.7490005493,3.66230010986,10.9519996643,190.399993896,102363.0,-1.51575448624,-3.43387370361,179.927993774,32.6366749628,4.20796298981,0.98,0.117578016086,0.103701239306,48.5884109902,0.15677543462,204.783226153,3.89643574821,,,,,29,29,29,29,29,29,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('6',)",3759439053.49,7,7.25600004196,1023.48999023,empty,3759463118.37,0.070000000298,3759463118.39,0.0,251.899993896,-4.78000020981,3759439053.49,37.2099990845,port_timestamp,68.5690002441,3.6617000103,10.9460000992,170.800003052,102349.0,-1.1762296712,-4.63355001769,161.406005859,32.6360663997,4.27718782425,0.98,0.117691797262,0.103790286548,48.5915067995,0.156919669654,195.276725417,4.91086814369,,,,,29,29,29,29,29,29,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('7',)",3759439118.38,7,7.12799978256,1023.48999023,empty,3759463118.37,-1.09000003338,3759463118.39,0.0,251.0,-3.96000003815,3759439118.38,37.2000007629,port_timestamp,67.0189971924,3.66129994392,10.9420003891,174.800003052,102349.0,-2.08289442097,-3.53995073497,165.186004639,32.6356591932,4.14368152618,0.98,0.11781008105,0.103882857617,48.5947190903,0.157069612922,211.130006197,4.25683257313,,,,,29,29,29,29,29,29,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('8',)",3759439181.28,7,7.11999988556,1023.55999756,empty,3759463118.37,-0.959999978542,3759463118.39,0.0,250.399993896,-4.57000017166,3759439181.28,37.2000007629,port_timestamp,66.4619979858,3.66199994087,10.9499998093,172.600006104,102356.0,-2.11610268028,-4.16276482332,163.107009888,32.6354789271,4.10661888123,0.98,0.117924755457,0.103972603918,48.5978275095,0.157214981204,207.63617202,4.81621499278,,,,,29,29,29,29,29,29,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('9',)",3759449493.19,7,7.46700000763,1025.01000977,empty,3759463118.37,-0.540000021458,3759463118.39,0.0,256.0,-4.84999990463,3759449493.19,37.1500015259,port_timestamp,66.9789962769,3.64829993248,10.8009996414,2.09999990463,102501.0,-1.78343077717,-4.54240836574,1.98449993134,32.6321908371,4.23235464096,0.98,0.136341465494,0.11856337024,48.9895792542,0.180682782732,202.385900785,5.04085141492,,,,,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('10',)",3759449558.76,7,7.30900001526,1025.42004395,empty,3759463118.37,-0.709999978542,3759463118.39,0.0,257.299987793,-4.42000007629,3759449558.76,37.1500015259,port_timestamp,65.7450027466,3.64860010147,10.8039999008,3.09999990463,102542.007812,-1.83568289468,-4.08298529928,2.92949986458,32.6325010625,4.10779190063,0.98,0.13619289293,0.118571974413,48.9565853192,0.18057634729,205.141614731,4.64126896935,,,,,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('11',)",3759449624.64,7,7.33099985123,1024.86999512,empty,3759463118.37,0.939999997616,3759463118.39,0.0,257.399993896,-4.65999984741,3759449624.64,37.1599998474,port_timestamp,66.3669967651,3.64790010452,10.7950000763,3.20000004768,102487.0,-0.304974443299,-4.74406884039,3.02399992943,32.6335655171,4.15524101257,0.98,0.136043583871,0.118580621238,48.9233886322,0.180469444631,185.182263113,4.88260757044,,,,,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('12',)",3759449690.95,7,7.29300022125,1025.15002441,empty,3759463118.37,-0.230000004172,3759463118.39,0.0,258.899993896,-5.01000022888,3759449690.95,37.1599998474,port_timestamp,66.7210006714,3.64840006828,10.8000001907,3.20000004768,102515.0,-1.52574404407,-4.77756291505,3.02399992943,32.6340803799,4.16545057297,0.98,0.135893318502,0.118589323445,48.889939604,0.18036191851,198.745987693,5.17042991126,,,,,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('13',)",3759449723.85,7,7.35400009155,1025.42004395,empty,3759463118.37,0.439999997616,3759463118.39,0.0,259.100006104,-4.44999980927,3759449723.85,37.1599998474,port_timestamp,67.7490005493,3.64809989929,10.7980003357,3.09999990463,102542.007812,-0.733105318173,-4.41119653754,2.92949986458,32.6328777336,4.24641084671,0.98,0.135818773881,0.118593640493,48.873331191,0.180308599085,190.858819263,4.61237770947,,,,,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('14',)",3759449790.82,7,7.32399988174,1025.15002441,empty,3759463118.37,1.12999999523,3759463118.39,0.0,258.5,-4.51999998093,3759449790.82,37.1599998474,port_timestamp,67.4189987183,3.6482000351,10.7989997864,3.09999990463,102515.0,-0.085089923806,-4.65833226828,2.92949986458,32.6329842638,4.21809911728,0.98,0.135666990199,0.118602430629,48.8394836754,0.180200079858,182.645932502,4.78203290795,,,,,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('15',)",3759449856.5,7,7.43699979782,1025.42004395,empty,3759463118.37,1.27999997139,3759463118.39,0.0,259.299987793,-4.05000019073,3759449856.5,37.1500015259,port_timestamp,68.5220031738,3.6482000351,10.8000001907,3.20000004768,102542.007812,0.182042800083,-4.24355533611,3.02399992943,32.6320918972,4.31949424744,0.98,0.135518159295,0.118611049763,48.8062550274,0.180093732886,179.388935621,4.36241448286,,,,,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('16',)",3759449920.3,7,7.35400009155,1025.35998535,empty,3759463118.37,1.0,3759463118.39,0.0,258.200012207,-4.34999990463,3759449920.3,37.1599998474,port_timestamp,67.7699966431,3.64639997482,10.7779998779,3.29999995232,102536.0,-0.166375347668,-4.46036079415,3.11849999428,32.6338074091,4.24797916412,0.98,0.135373572869,0.11861942309,48.7739364285,0.179990476874,183.770267015,4.58891187984,,,,,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('17',)",3759449984.34,7,7.39900016785,1025.07995605,empty,3759463118.37,1.00999999046,3759463118.39,0.0,258.600006104,-4.38999986649,3759449984.34,37.1500015259,port_timestamp,67.0800018311,3.64809989929,10.7989997864,3.20000004768,102507.992188,-0.167128355128,-4.50158493437,3.02399992943,32.6319862065,4.21876096725,0.98,0.135228458432,0.118627826995,48.741462511,0.179886901433,183.744221934,4.63009563649,,,,,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('18',)",3759460293.2,7,7.69999980927,1026.39001465,empty,3759463118.37,0.070000000298,3759463118.39,0.0,268.0,-3.88000011444,3759460293.2,37.1300010681,port_timestamp,62.4150009155,3.64580011368,10.7740001678,2.0,102639.0,-0.942037934452,-3.76455381395,1.88999998569,32.6314038633,4.00126457214,0.98,0.111179897913,0.119486703233,42.937545807,0.163211647714,195.171798317,4.02430597017,,,,,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('19',)",3759460356.82,7,7.64699983597,1026.39001465,empty,3759463118.37,0.40000000596,3759463118.39,0.0,268.600006104,-3.13000011444,3759460356.82,37.1399993896,port_timestamp,61.8959999084,3.64450001717,10.7589998245,3.09999990463,102639.0,-0.428246261439,-3.12626068343,2.92949986458,32.631847901,3.95355820656,0.98,0.110566527527,0.11915778446,42.8582438038,0.162553174705,189.426413122,3.28984197998,,,,,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('20',)",3759460419.8,7,7.74499988556,1026.31994629,empty,3759463118.37,2.30999994278,3759463118.39,0.0,269.399993896,-3.23000001907,3759460419.8,37.1300010681,port_timestamp,63.4480018616,3.64450001717,10.7609996796,3.09999990463,102631.992188,1.38993526022,-3.71982255373,2.92949986458,32.6300629882,4.08046197891,0.98,0.109959394378,0.118832210395,42.7791131015,0.161901706722,161.559351871,4.04643159034,,,,,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('21',)",3759460486.6,7,7.69999980927,1026.39001465,empty,3759463118.37,1.36000001431,3759463118.39,0.0,271.899993896,-4.34000015259,3759460486.6,37.1199989319,port_timestamp,62.4990005493,3.64420008659,10.7539997101,3.09999990463,102639.0,0.183825176416,-4.54438220971,2.92949986458,32.6333252685,4.00666284561,0.98,0.109315454767,0.118486898929,42.6944865212,0.16121108482,179.08452732,4.66346437993,,,,,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('22',)",3759460551.82,7,7.76000022888,1026.25,empty,3759463118.37,0.370000004768,3759463118.39,0.0,272.0,-4.67000007629,3759460551.82,37.1399993896,port_timestamp,62.3030014038,3.64400005341,10.7539997101,3.29999995232,102625.0,-0.857940830129,-4.60540315804,3.11849999428,32.6313346089,4.01102733612,0.98,0.108686737101,0.118149750206,42.6111580835,0.160537130582,191.56532672,4.82144386369,,,,,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('23',)",3759460587.32,7,7.73000001907,1026.39001465,empty,3759484113.46,1.65999996662,3759484113.49,0.0,272.0,-4.03999996185,3759460587.32,37.1500015259,port_timestamp,62.0229988098,3.64479994774,10.763999939,3.20000004768,102639.0,0.551554454533,-4.33278054656,3.02399992943,32.6303707172,3.98423600197,0.98,0.108344450478,0.117966199616,42.5654976379,0.160170359933,174.313174635,4.4727599652,,,,,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('24',)",3759460651.81,7,7.73799991608,1026.45996094,empty,3759484113.46,2.56999993324,3759484113.49,0.0,272.0,-4.30999994278,3759460651.81,37.1199989319,port_timestamp,62.3940010071,3.64479994774,10.763999939,3.40000009537,102646.0,1.35994853769,-4.83027319501,3.21300005913,32.6303707172,4.01004600525,0.98,0.107722760554,0.117632819506,42.4820283296,0.159504461901,165.797681109,5.10390471359,,,,,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('25',)",3759460718.12,7,7.69999980927,1026.25,empty,3759484113.46,0.769999980927,3759484113.49,0.0,279.899993896,-3.86999988556,3759460718.12,37.1300010681,port_timestamp,61.9379997253,3.64490008354,10.7650003433,3.40000009537,102625.0,-0.263549898848,-3.93704718484,3.21300005913,32.6304767838,3.97115254402,0.98,0.107083554305,0.117290046298,42.3954776391,0.158820157925,185.223263561,4.07124299697,,,,,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('26',)",3759460779.74,7,7.67700004578,1026.5300293,empty,3759484113.46,-0.319999992847,3759484113.49,0.0,285.899993896,-4.01999998093,3759460779.74,37.1399993896,port_timestamp,61.861000061,3.64470005035,10.7620000839,3.5,102653.0,-1.35503269666,-3.79824778458,3.30749988556,32.6311604253,3.95889258385,0.98,0.10648953189,0.116971502841,42.314373858,0.158184553225,200.470229099,4.1791134578,,,,,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('27',)",3759471091.57,7,7.94899988174,1027.56005859,empty,3759484113.46,,3759484113.49,0.0,265.299987793,,3759471091.57,37.1100006104,port_timestamp,60.1520004272,3.64319992065,10.7449998856,2.20000004768,102756.007812,,,2.07899999619,32.6313975247,3.91752099991,0.98,0.00816399603481,0.0642939604163,7.2366445402,0.0648102166118,,,,,,,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,28,29,28,29,29,29,29,29,29,29,28,29,28,29,29,29,29,29,29,44.38,-124.95
"('28',)",3759471157.24,7,7.89599990845,1027.07995605,empty,3759484113.46,0.800000011921,3759484113.49,0.0,265.399993896,-3.96000003815,3759471157.24,37.1199989319,port_timestamp,57.9819984436,3.6428000927,10.7410001755,3.20000004768,102707.992188,-0.258002542765,-4.0317533418,3.02399992943,32.6309859951,3.7639966011,0.98,0.00830764939566,0.0644063861797,7.34988372168,0.0649399693503,183.719827054,4.10480762467,194.414012721,75.6207743898,97.9701240342,19.8375954688,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('29',)",3759471222.84,7,7.95599985123,1027.42004395,empty,3759484113.46,1.14999997616,3759484113.49,0.0,265.200012207,-4.34000015259,3759471222.84,37.1100006104,port_timestamp,59.0060005188,3.64299988747,10.7440004349,3.20000004768,102742.007812,-0.018940619802,-4.489737467,3.02399992943,32.6302986739,3.84506964684,0.98,0.00845114744354,0.0645186903923,7.46254915584,0.0650698340481,180.344603746,4.55433853112,197.480893258,80.9186891887,98.2771635645,21.3090404338,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('30',)",3759471294.35,7,7.91800022125,1027.56005859,empty,3759484113.46,1.02999997139,3759484113.49,0.0,265.200012207,-4.59000015259,3759471294.35,37.1199989319,port_timestamp,58.6920013428,3.64330005646,10.748000145,3.20000004768,102756.007812,-0.19986002594,-4.69989971296,3.02399992943,32.6297146897,3.81413865089,0.98,0.00860758238876,0.0646411192588,7.58486004872,0.0652116920008,182.505320277,4.769099295,206.950272956,85.3116849825,98.3246610535,22.6973331797,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('31',)",3759471327.85,7,7.90299987793,1027.29003906,empty,3759484113.46,1.49000000954,3759484113.49,0.0,265.200012207,-3.27999997139,3759471327.85,37.1300010681,port_timestamp,57.4500007629,3.64229989052,10.736000061,3.20000004768,102729.0,0.585172673582,-3.55472541595,3.02399992943,32.630467938,3.73040270805,0.98,0.00868085063283,0.0646984603347,7.64196295136,0.0652782347907,170.950105408,3.66504734187,190.239887364,69.4216071243,98.0479657921,17.8895117898,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('32',)",3759471394.05,7,7.95599985123,1027.15002441,empty,3759484113.46,0.070000000298,3759484113.49,0.0,265.200012207,-4.48000001907,3759471394.05,37.1300010681,port_timestamp,59.6829986572,3.64170002937,10.7309999466,3.09999990463,102715.0,-1.09816571759,-4.34388446297,2.92949986458,32.6289537159,3.89031147957,0.98,0.00882566774677,0.0648117968727,7.75448669046,0.065409948976,194.095151871,4.54555086197,196.072506247,79.6303099189,98.2207242023,21.1509719906,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('33',)",3759471464.13,7,7.94099998474,1027.29003906,empty,3759484113.46,0.15000000596,3759484113.49,0.0,263.899993896,-4.28999996185,3759471464.13,37.1199989319,port_timestamp,58.9920005798,3.64199995995,10.7329998016,3.09999990463,102729.0,-0.9714811259,-4.18124671558,2.92949986458,32.6301556091,3.8407087326,0.98,0.00897897893484,0.0649317810294,7.87311711632,0.0655496624732,193.001954333,4.35790475369,194.700636805,77.7370751311,99.4380298492,20.4550316891,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('34',)",3759471531.56,7,7.96400022507,1027.56005859,empty,3759484113.46,0.0799999982119,3759484113.49,0.0,263.399993896,-4.88999986649,3759471531.56,37.1300010681,port_timestamp,59.6329994202,3.64249992371,10.7370004654,3.20000004768,102756.007812,-1.19519750298,-4.74236245165,3.02399992943,32.631566201,3.88761734962,0.98,0.00912648011516,0.0650472181671,7.98677502078,0.0656843453995,194.063964037,4.95596448632,209.192555874,85.5964636091,100.058964467,22.7786062623,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('35',)",3759471564.4,7,7.94899988174,1027.01000977,empty,3759484113.46,-0.550000011921,3759484113.49,0.0,263.299987793,-4.5,3759471564.4,37.1199989319,port_timestamp,59.5200004578,3.64229989052,10.7370004654,3.20000004768,102701.0,-1.70201175049,-4.20186339786,3.02399992943,32.6295747489,3.87833738327,0.98,0.00919831991966,0.0651034413199,8.04196287922,0.0657500354451,201.852594149,4.59730855085,199.333877077,80.801170581,100.08398113,21.4727252959,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('36',)",3759481891.32,7,8.18200016022,1027.83996582,empty,3759484113.46,-1.05999994278,3759484113.49,0.0,291.0,-2.80999994278,3759481891.32,37.1300010681,port_timestamp,61.3829994202,3.64429998398,10.7580003738,2.59999990463,102784.0,-1.75468280638,-2.43737313641,2.45699977875,32.6307495258,4.06079006195,0.98,0.0328121384739,0.0826821751437,21.6454837431,0.088954924078,215.348376053,3.08963055254,140.78187316,55.6623261923,73.3515661856,14.2015676849,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('37',)",3759481957.76,7,8.15200042725,1027.42004395,empty,3759484113.46,0.0299999993294,3759484113.49,0.0,288.799987793,-3.43000006676,3759481957.76,37.1100006104,port_timestamp,60.4570007324,3.64350008965,10.7489995956,3.79999995232,102742.007812,-0.863564116422,-3.31964719131,3.59099984169,32.6308172176,3.99284648895,0.98,0.0337023504032,0.0827226255407,22.1666665951,0.089324583397,194.773576667,3.51869400248,150.255945195,62.5258451245,75.4791349566,15.8419649554,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('38',)",3759482024.12,7,8.08399963379,1027.83996582,empty,3759484113.46,-0.449999988079,3759484113.49,0.0,287.5,-4.03999996185,3759482024.12,37.1199989319,port_timestamp,57.6949996948,3.64350008965,10.748000145,3.70000004768,102784.0,-1.48575860793,-3.78373110038,3.49650001526,32.6317094197,3.79085159302,0.98,0.0345914771123,0.0827630266262,22.6828837522,0.0897011084945,201.465324471,4.15466499435,171.780310669,75.81275943,76.7836396341,18.797948916,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('39',)",3759482091.43,7,8.10700035095,1027.83996582,empty,3759484113.46,0.189999997616,3759484113.49,0.0,286.299987793,-3.5,3759482091.43,37.1199989319,port_timestamp,57.4790000916,3.64409995079,10.7569999695,3.59999990463,102784.0,-0.727290814006,-3.42886979498,3.40199995041,32.6296481489,3.78255105019,0.98,0.0354932512784,0.0828040024003,23.2019936279,0.0900903640786,192.25506293,3.59356263191,158.449311106,67.4865736553,77.8914361205,16.4733012803,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('40',)",3759482124.35,7,8.01599979401,1027.91003418,empty,3759484113.46,0.980000019073,3759484113.49,0.0,285.799987793,-3.27999997139,3759482124.35,37.1199989319,port_timestamp,56.091999054,3.64439988136,10.7600002289,3.59999990463,102791.0,0.0927415528549,-3.42201678168,3.40199995041,32.6299598204,3.66799855232,0.98,0.0359342240374,0.0828240397898,23.4542015299,0.0902833873106,179.071417113,3.50530116487,160.323530939,68.5261400892,78.3439029373,16.8554878629,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('41',)",3759482190.58,7,8.11400032043,1027.42004395,empty,3759484113.46,-0.20000000298,3759484113.49,0.0,284.700012207,-3.91000008583,3759482190.58,37.1100006104,port_timestamp,57.8959999084,3.64439988136,10.7569999695,3.5,102742.007812,-1.21054315407,-3.72326280895,3.30749988556,32.6326377076,3.81342983246,0.98,0.0368216358404,0.0828643629516,23.9584644998,0.0906770947557,198.145287403,4.00531184402,167.206704997,73.0424850589,79.5015784467,17.9701413766,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('42',)",3759482256.64,7,8.12899971008,1027.56005859,empty,3759505125.76,-0.109999999404,3759505125.81,0.0,283.600006104,-4.32999992371,3759482256.64,37.0999984741,port_timestamp,59.7690010071,3.64450001717,10.7600002289,3.5,102756.007812,-1.23293296283,-4.15221334331,3.30749988556,32.6309549996,3.94058299065,0.98,0.0377066494518,0.0829045771418,24.4569842721,0.091076672776,196.700537971,4.42162287225,173.729999226,76.8253023422,80.6618026488,19.5503941207,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('43',)",3759482322.65,7,8.12899971008,1027.69995117,empty,3759505125.76,-0.52999997139,3759505125.81,0.0,283.299987793,-5.17000007629,3759482322.65,37.1199989319,port_timestamp,59.2989997864,3.64459991455,10.7620000839,3.59999990463,102769.992188,-1.85704342539,-4.8539870699,3.40199995041,32.6301652928,3.90899038315,0.98,0.0385910735612,0.0829447645456,24.9507841729,0.0914828121788,201.005299344,5.28835759869,197.551227078,89.4800541559,81.094429722,22.7715565742,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
