obs,air_temperature,air_temperature_qc_executed,air_temperature_qc_results,barometric_pressure,barometric_pressure_qc_executed,barometric_pressure_qc_results,ct_depth,dcl_controller_timestamp,deployment,driver_timestamp,eastward_wind_velocity,eastward_wind_velocity_qc_executed,eastward_wind_velocity_qc_results,ingestion_timestamp,internal_timestamp,lat,lon,longwave_irradiance,longwave_irradiance_qc_executed,longwave_irradiance_qc_results,met_barpres,met_barpres_qc_executed,met_barpres_qc_results,met_current_direction,met_current_direction_qc_executed,met_current_direction_qc_results,met_current_speed,met_current_speed_qc_executed,met_current_speed_qc_results,met_heatflx_minute,met_latnflx_minute,met_netlirr_minute,met_netsirr,met_netsirr_qc_executed,met_netsirr_qc_results,met_relwind_direction,met_relwind_direction_qc_executed,met_relwind_direction_qc_results,met_relwind_speed,met_relwind_speed_qc_executed,met_relwind_speed_qc_results,met_salsurf,met_salsurf_qc_executed,met_salsurf_qc_results,met_sensflx_minute,met_spechum,met_spechum_qc_executed,met_spechum_qc_results,met_windavg_mag_corr_east,met_windavg_mag_corr_north,northward_wind_velocity,northward_wind_velocity_qc_executed,northward_wind_velocity_qc_results,port_timestamp,precipitation,precipitation_qc_executed,precipitation_qc_results,preferred_timestamp,relative_humidity,relative_humidity_qc_executed,relative_humidity_qc_results,sea_surface_conductivity,sea_surface_conductivity_qc_executed,sea_surface_conductivity_qc_results,sea_surface_temperature,sea_surface_temperature_qc_executed,sea_surface_temperature_qc_results,shortwave_irradiance,shortwave_irradiance_qc_executed,shortwave_irradiance_qc_results,time,velpt_ab_dcl_instrument-eastward_velocity,velpt_ab_dcl_instrument-northward_velocity
"('612',)",9.76299953461,29,29,1029.77001953,29,29,0.98,empty,7,3757476053.2,-0.289999991655,29,29,3757476053.24,0.0,44.38,-124.95,286.299987793,29,29,102977.0,29,29,185.775332117,29,29,0.0637325422746,29,29,-127.434092205,44.3031029727,80.2712497711,261.670501709,29,29,198.545756747,29,29,4.98616063688,29,29,32.5533498445,29,29,9.66205675974,5.76202249527,29,29,-1.59232096144,-4.79063811683,-5.03999996185,29,29,3757444291.72,40.0299987793,29,13,port_timestamp,78.3470001221,29,29,3.66680002213,29,13,11.0959997177,29,29,276.899993896,29,29,3757444291.72,-0.00641327546596,-0.0634090438548
"('613',)",9.70300006866,29,29,1029.56005859,29,29,0.98,empty,7,3757476053.2,-1.12000000477,29,29,3757476053.24,0.0,44.38,-124.95,285.799987793,29,29,102956.007812,29,29,186.857950791,29,29,0.0641523771331,29,29,-222.027419219,50.8507992763,80.8557449388,369.87298584,29,29,206.362654291,29,29,5.77792280335,29,29,32.5543367658,29,29,11.671142116,5.7332701683,29,29,-2.57335419268,-5.24072022038,-5.73000001907,29,29,3757444353.35,40.0499992371,29,13,port_timestamp,78.2559967041,29,29,3.66689991951,29,13,11.0959997177,29,29,391.399993896,29,29,3757444353.35,-0.00766032146771,-0.0636933824415
"('614',)",9.83800029755,29,29,1029.63000488,29,29,0.98,empty,7,3757476053.2,0.75,29,29,3757476053.24,0.0,44.38,-124.95,284.100006104,29,29,102963.0,29,29,188.015162242,29,29,0.0646329899747,29,29,-227.242551763,51.879920456,82.5783093927,372.991516113,29,29,188.412843352,29,29,6.37916411139,29,29,32.554235016,29,29,11.2907345019,5.85258245468,29,29,-0.942314306087,-6.37452311701,-6.40000009537,29,29,3757444420.17,40.0499992371,29,13,port_timestamp,79.1640014648,29,29,3.66680002213,29,13,11.095000267,29,29,394.700012207,29,29,3757444420.17,-0.00901211076616,-0.064001603516
"('615',)",9.73299980164,29,29,1029.63000488,29,29,0.98,empty,7,3757476053.2,-1.20000004768,29,29,3757476053.24,0.0,44.38,-124.95,284.700012207,29,29,102963.0,29,29,188.617690117,29,29,0.0648966277531,29,29,-190.958326495,59.3383791716,82.0380917822,346.059020996,29,29,204.939840774,29,29,7.05952116393,29,29,32.554235016,29,29,13.7242235474,5.77290821075,29,29,-2.98648721629,-6.46539201856,-7.01999998093,29,29,3757444455.36,40.0400009155,29,13,port_timestamp,78.641998291,29,29,3.66680002213,29,13,11.095000267,29,29,366.200012207,29,29,3757444455.36,-0.00972415065458,-0.0641639555184
"('616',)",9.76299953461,29,29,1029.77001953,29,29,0.98,empty,7,3757476053.2,-1.62999999523,29,29,3757476053.24,0.0,44.38,-124.95,285.600006104,29,29,102977.0,29,29,189.677541962,29,29,0.0653832790618,29,29,-183.47609835,57.4164069471,81.1689429235,339.444000244,29,29,208.767096801,29,29,6.92108716747,29,29,32.5543367658,29,29,13.1332674469,5.80150794983,29,29,-3.34176680822,-6.13136151812,-6.78999996185,29,29,3757444517.98,40.0600013733,29,13,port_timestamp,78.8820037842,29,29,3.66689991951,29,13,11.0959997177,29,29,359.200012207,29,29,3757444517.98,-0.0109911256018,-0.064452838098
"('617',)",9.81599998474,29,29,1029.83996582,29,29,0.98,empty,7,3757476053.2,-0.879999995232,29,29,3757476053.24,0.0,44.38,-124.95,284.0,29,29,102984.0,29,29,190.747443482,29,29,0.0659050500429,29,29,-227.50439999,48.8865249466,82.645797075,369.967498779,29,29,203.54677724,29,29,6.01969398567,29,29,32.5533498445,29,29,10.9307767677,5.87050867081,29,29,-2.41714352313,-5.58320848174,-6.01999998093,29,29,3757444582.18,40.0400009155,29,13,port_timestamp,79.5390014648,29,29,3.66680002213,29,13,11.0959997177,29,29,391.5,29,29,3757444582.18,-0.0122899868619,-0.0647489910662
"('618',)",9.78600025177,29,29,1029.77001953,29,29,0.98,empty,7,3757476053.2,-1.42999994755,29,29,3757476053.24,0.0,44.38,-124.95,285.100006104,29,29,102977.0,29,29,191.888716028,29,29,0.0664966581743,29,29,-201.668375079,51.0911569725,81.5991824246,346.059020996,29,29,208.290790229,29,29,6.27946932673,29,29,32.554235016,29,29,11.7003065202,5.85825157166,29,29,-2.98983267798,-5.59447926852,-6.17999982834,29,29,3757444651.82,40.0400009155,29,13,port_timestamp,79.5279998779,29,29,3.66680002213,29,13,11.095000267,29,29,366.200012207,29,29,3757444651.82,-0.0136990743954,-0.0650702766942
"('619',)",9.74800014496,29,29,1029.83996582,29,29,0.98,empty,7,3757476053.2,-1.75999999046,29,29,3757476053.24,0.0,44.38,-124.95,284.0,29,29,102984.0,29,29,192.906201807,29,29,0.0670557473688,29,29,-210.277465911,54.1315463769,82.671041737,359.572509766,29,29,210.834500828,29,29,6.49665579015,29,29,32.554235016,29,29,12.4924557402,5.80454921722,29,29,-3.34490315279,-5.64372439394,-6.32000017166,29,29,3757444715.0,40.0299987793,29,13,port_timestamp,79.0080032349,29,29,3.66680002213,29,13,11.095000267,29,29,380.5,29,29,3757444715.0,-0.0149772783471,-0.0653617195957
"('620',)",9.78600025177,29,29,1029.77001953,29,29,0.98,empty,7,3757476053.2,-1.32000005245,29,29,3757476053.25,0.0,44.38,-124.95,284.299987793,29,29,102977.0,29,29,193.877833067,29,29,0.0676185545463,29,29,-188.162524128,54.5971792896,82.3982525939,341.806518555,29,29,206.511695173,29,29,6.67451441451,29,29,32.5551210706,29,29,12.3797326091,5.83311843872,29,29,-2.99559140641,-6.0382889985,-6.61000013351,29,29,3757444776.35,40.0499992371,29,13,port_timestamp,79.18800354,29,29,3.66680002213,29,13,11.0939998627,29,29,361.700012207,29,29,3757444776.35,-0.0162184771857,-0.0656447249724
"('621',)",10.1619997025,29,29,1030.04003906,29,29,0.98,empty,7,3757476053.2,-2.25999999046,29,29,3757476053.25,0.0,44.38,-124.95,285.0,29,29,103004.0,29,29,223.743467881,29,29,0.110237507011,29,29,-40.3386978904,35.6454346007,81.4721161691,162.823501587,29,29,224.022911574,29,29,4.56263240016,29,29,32.553623881,29,29,5.36725292661,5.95726823807,29,29,-3.2470045782,-3.36045569443,-4.09000015259,29,29,3757447893.64,40.0099983215,29,13,port_timestamp,78.8769989014,29,29,3.66619992256,29,13,11.0889997482,29,29,172.300003052,29,29,3757447893.64,-0.0762215962805,-0.0796402926445
"('622',)",10.154999733,29,29,1029.9699707,29,29,0.98,empty,7,3757476053.2,1.71000003815,29,29,3757476053.25,0.0,44.38,-124.95,283.200012207,29,29,102997.0,29,29,223.42838697,29,29,0.109706265869,29,29,-103.589720422,55.1185077444,83.5350123284,254.866516113,29,29,181.104430554,29,29,7.28961084839,29,29,32.5539313852,29,29,8.95613516121,5.94896602631,29,29,-0.215922757089,-7.3679290569,-7.17000007629,29,29,3757447957.86,40.0299987793,29,13,port_timestamp,78.7990036011,29,29,3.66650009155,29,13,11.0920000076,29,29,269.700012207,29,29,3757447957.86,-0.0754172877885,-0.0796724386071
"('623',)",10.1400003433,29,29,1029.77001953,29,29,0.98,empty,7,3757476053.2,1.98000001907,29,29,3757476053.25,0.0,44.38,-124.95,283.5,29,29,102977.0,29,29,223.101457632,29,29,0.109163906022,29,29,-82.3564532698,51.4592426697,83.1905523569,225.382492065,29,29,177.519155896,29,29,6.72759848506,29,29,32.5539313852,29,29,8.37624376915,5.93724536896,29,29,0.216615725711,-6.80099850632,-6.51000022888,29,29,3757448023.85,40.0099983215,29,13,port_timestamp,78.7080001831,29,29,3.66650009155,29,13,11.0920000076,29,29,238.5,29,29,3757448023.85,-0.0745908617863,-0.0797054685448
"('624',)",10.1850004196,29,29,1029.69995117,29,29,0.98,empty,7,3757476053.2,0.790000021458,29,29,3757476053.25,0.0,44.38,-124.95,282.200012207,29,29,102969.992188,29,29,222.923714585,29,29,0.108872765582,29,29,-81.711760896,54.6559401795,84.5147460771,236.061004639,29,29,188.525546191,29,29,7.35196101853,29,29,32.5530453354,29,29,8.67492787862,5.9797577858,29,29,-1.1640758653,-7.35044412435,-7.40000009537,29,29,3757448059.45,40.0299987793,29,13,port_timestamp,79.0260009766,29,29,3.66650009155,29,13,11.093000412,29,29,249.800003052,29,29,3757448059.45,-0.0741449672206,-0.0797232897045
"('625',)",10.2069997787,29,29,1030.04003906,29,29,0.98,empty,7,3757476053.2,0.550000011921,29,29,3757476053.25,0.0,44.38,-124.95,283.899993896,29,29,103004.0,29,29,222.602728096,29,29,0.108353541334,29,29,-83.3483745441,53.2829702969,82.8766770587,227.933990479,29,29,190.408921627,29,29,7.34843802298,29,29,32.5539313852,29,29,8.42596857874,6.02250003815,29,29,-1.40100488078,-7.30726258385,-7.42000007629,29,29,3757448123.27,40.0,29,13,port_timestamp,79.4980010986,29,29,3.66650009155,29,13,11.0920000076,29,29,241.199996948,29,29,3757448123.27,-0.0733457059285,-0.0797552339446
"('626',)",10.1850004196,29,29,1029.9699707,29,29,0.98,empty,7,3757476053.2,-0.330000013113,29,29,3757476053.25,0.0,44.38,-124.95,283.600006104,29,29,102997.0,29,29,222.262135688,29,29,0.107811672704,29,29,-82.2127232293,51.0683154285,83.1318609133,228.028503418,29,29,197.398152921,29,29,6.97973392071,29,29,32.5549184028,29,29,8.21196938714,6.01129198074,29,29,-2.15951633846,-6.74019967211,-7.07000017166,29,29,3757448190.33,40.0200004578,29,13,port_timestamp,79.4619979858,29,29,3.66659998894,29,13,11.0920000076,29,29,241.300003052,29,29,3757448190.33,-0.0725058916892,-0.0797887989727
"('627',)",10.1850004196,29,29,1030.10998535,29,29,0.98,empty,7,3757476053.2,1.14999997616,29,29,3757476053.25,0.0,44.38,-124.95,283.799987793,29,29,103011.0,29,29,221.934135914,29,29,0.107298503186,29,29,-85.2958852501,52.1197163879,82.9527260224,228.784500122,29,29,185.423908514,29,29,7.1356232079,29,29,32.5539313852,29,29,8.41617246168,6.01184225082,29,29,-0.746190762967,-7.18349503531,-7.13000011444,29,29,3757448254.27,40.0099983215,29,13,port_timestamp,79.4800033569,29,29,3.66650009155,29,13,11.0920000076,29,29,242.100006104,29,29,3757448254.27,-0.0717050022722,-0.0798208082845
"('628',)",10.1920003891,29,29,1029.91003418,29,29,0.98,empty,7,3757476053.2,1.65999996662,29,29,3757476053.25,0.0,44.38,-124.95,282.899993896,29,29,102991.0,29,29,221.597125186,29,29,0.106779926601,29,29,-76.9727255113,53.8329126882,83.8468067815,223.303497314,29,29,181.722330988,29,29,7.38459852534,29,29,32.5530453354,29,29,8.6510523334,6.01401185989,29,29,-0.292840146384,-7.46111570696,-7.28000020981,29,29,3757448319.35,40.0099983215,29,13,port_timestamp,79.4560012817,29,29,3.66650009155,29,13,11.093000412,29,29,236.300003052,29,29,3757448319.35,-0.0708899857036,-0.079853382219
"('629',)",10.1619997025,29,29,1029.77001953,29,29,0.98,empty,7,3757476053.2,0.72000002861,29,29,3757476053.25,0.0,44.38,-124.95,282.899993896,29,29,102977.0,29,29,221.418737086,29,29,0.106508941457,29,29,-66.6123111363,59.4893806019,83.8706856592,223.208999634,29,29,189.617647937,29,29,8.04122361755,29,29,32.5556018258,29,29,9.8499288784,5.98514127731,29,29,-1.41392860033,-8.00807168638,-8.10000038147,29,29,3757448353.54,40.0200004578,29,13,port_timestamp,79.2239990234,29,29,3.66639995575,29,13,11.0889997482,29,29,236.199996948,29,29,3757448353.54,-0.0704617500729,-0.0798704976004
"('630',)",10.1619997025,29,29,1029.69995117,29,29,0.98,empty,7,3757476055.83,0.870000004768,29,29,3757476056.14,0.0,44.38,-124.95,284.399993896,29,29,102969.992188,29,29,201.638184456,29,29,0.0870025660339,29,29,62.1367577031,38.2806893623,82.0938441836,64.3544998169,29,29,185.272229506,29,29,5.15915555033,29,29,32.5511389773,29,29,6.08068859814,6.03824996948,29,29,-0.506145974671,-5.21820055666,-5.17000007629,29,29,3757451488.37,40.0299987793,29,13,port_timestamp,79.9189987183,29,29,3.66549992561,29,13,11.0839996338,29,29,68.0999984741,29,29,3757451488.37,-0.0320816842408,-0.0808715774098
"('631',)",10.2299995422,29,29,1029.77001953,29,29,0.98,empty,7,3757476055.83,0.20000000298,29,29,3757476056.14,0.0,44.38,-124.95,285.700012207,29,29,102977.0,29,29,201.629546829,29,29,0.0865629898233,29,29,52.6639365568,53.1005480714,81.1041841647,89.8694992065,29,29,193.509373386,29,29,7.59689871594,29,29,32.5547868161,29,29,8.32870352723,6.08030509949,29,29,-1.80657671001,-7.46717335779,-7.67999982834,29,29,3757451556.5,40.0200004578,29,13,port_timestamp,80.1139984131,29,29,3.66560006142,29,13,11.0810003281,29,29,95.0999984741,29,29,3757451556.5,-0.031907462538,-0.0804677888446
"('632',)",10.2220001221,29,29,1029.9699707,29,29,0.98,empty,7,3757476055.84,0.550000011921,29,29,3757476056.14,0.0,44.38,-124.95,285.899993896,29,29,102997.0,29,29,201.620925563,29,29,0.0861286552261,29,29,49.7729458948,47.3591215333,80.851394776,85.9004974365,29,29,190.361548286,29,29,6.78755318297,29,29,32.5539987006,29,29,7.46292702198,6.09017276764,29,29,-1.25253798774,-6.75693327597,-6.84999990463,29,29,3757451623.81,39.9900016785,29,13,port_timestamp,80.3020019531,29,29,3.6656999588,29,13,11.0830001831,29,29,90.9000015259,29,29,3757451623.81,-0.0317353175235,-0.0800688133591
"('633',)",10.1770000458,29,29,1029.77001953,29,29,0.98,empty,7,3757476055.84,0.439999997616,29,29,3757476056.14,0.0,44.38,-124.95,285.200012207,29,29,102977.0,29,29,201.616781851,29,29,0.0859214452081,29,29,65.6765629241,60.1019290329,81.625817984,85.9004974365,29,29,191.966000344,29,29,8.24690826443,29,29,32.5539014333,29,29,9.84931334376,6.00877809525,29,29,-1.74149470709,-8.14758805445,-8.31999969482,29,29,3757451655.92,39.9900016785,29,13,port_timestamp,79.4560012817,29,29,3.66560006142,29,13,11.0819997787,29,29,90.9000015259,29,29,3757451655.92,-0.0316531912297,-0.0798784716405
"('634',)",10.154999733,29,29,1029.77001953,29,29,0.98,empty,7,3757476055.84,0.72000002861,29,29,3757476056.14,0.0,44.38,-124.95,284.899993896,29,29,102977.0,29,29,201.60819213,29,29,0.0854950696989,29,29,77.2479104762,58.943029015,81.8929434441,75.1275024414,29,29,189.857880808,29,29,7.99841259172,29,29,32.5539014333,29,29,9.79266289514,5.98861932755,29,29,-1.40085148139,-7.9598064197,-8.05000019073,29,29,3757451721.99,40.0,29,13,port_timestamp,79.3069992065,29,29,3.66560006142,29,13,11.0819997787,29,29,79.5,29,29,3757451721.99,-0.0314841996065,-0.0794868046782
"('635',)",10.1700000763,29,29,1029.91003418,29,29,0.98,empty,7,3757476055.84,-1.09000003338,29,29,3757476056.14,0.0,44.38,-124.95,286.399993896,29,29,102991.0,29,29,201.599901532,29,29,0.0850875379048,29,29,56.5280995821,45.766993298,80.2643595402,80.3249969482,29,29,205.20802684,29,29,6.15107901752,29,29,32.5545801193,29,29,7.18514932205,5.99156188965,29,29,-2.65110443689,-5.6444081796,-6.13999986649,29,29,3757451785.15,40.0200004578,29,13,port_timestamp,79.2770004272,29,29,3.66540002823,29,13,11.079000473,29,29,85.0,29,29,3757451785.15,-0.0313226758689,-0.0791124458168
"('636',)",10.1619997025,29,29,1029.63000488,29,29,0.98,empty,7,3757476055.84,0.740000009537,29,29,3757476056.14,0.0,44.38,-124.95,284.899993896,29,29,102963.0,29,29,201.591517952,29,29,0.0846793690986,29,29,60.8407816248,54.4546064903,81.8316619091,84.2939987183,29,29,189.273773156,29,29,7.39395872867,29,29,32.5535927986,29,29,8.84851194365,5.9904294014,29,29,-1.22271269891,-7.37605412951,-7.44000005722,29,29,3757451848.41,39.9900016785,29,13,port_timestamp,79.2829971313,29,29,3.66529989243,29,13,11.079000473,29,29,89.1999969482,29,29,3757451848.41,-0.0311608989392,-0.0787375001396
"('637',)",10.1619997025,29,29,1029.56005859,29,29,0.98,empty,7,3757476055.84,1.27999997139,29,29,3757476056.14,0.0,44.38,-124.95,285.700012207,29,29,102956.007812,29,29,201.582622628,29,29,0.084250547335,29,29,70.5824707646,58.6769724735,81.109755282,78.9075012207,29,29,185.840371699,29,29,8.020630174,29,29,32.5545801193,29,29,9.70324422984,6.00168180466,29,29,-0.847148477606,-8.05734071413,-8.0,29,29,3757451914.86,39.9900016785,29,13,port_timestamp,79.4260025024,29,29,3.66540002823,29,13,11.079000473,29,29,83.5,29,29,3757451914.86,-0.0309909354674,-0.0783435807523
"('638',)",10.1920003891,29,29,1029.83996582,29,29,0.98,empty,7,3757476055.84,0.610000014305,29,29,3757476056.14,0.0,44.38,-124.95,285.700012207,29,29,102984.0,29,29,201.573935653,29,29,0.0838359426407,29,29,79.9109554163,57.0258896176,81.1270181591,69.2685012817,29,29,190.629382094,29,29,7.96083842602,29,29,32.5539014333,29,29,9.2796586847,6.03835296631,29,29,-1.49924616029,-7.90220021961,-8.02000045776,29,29,3757451979.12,40.0,29,13,port_timestamp,79.7710037231,29,29,3.66560006142,29,13,11.0819997787,29,29,73.3000030518,29,29,3757451979.12,-0.030826606157,-0.0779627194966
"('639',)",10.3800001144,29,29,1030.45996094,29,29,0.98,empty,7,3757476055.84,2.59999990463,29,29,3757476056.14,0.0,44.38,-124.95,285.700012207,29,29,103046.0,29,29,195.591752615,29,29,0.017492409006,29,29,106.364911779,25.1925096006,80.6113434297,2.36249995232,29,29,155.397782096,29,29,4.07104421439,29,29,32.5528470496,29,29,2.92355870097,6.28468990326,29,29,1.69013916495,-3.71832350771,-3.15000009537,29,29,3757462291.49,39.9900016785,29,13,port_timestamp,82.0260009766,29,29,3.66370010376,29,13,11.0620002747,29,29,2.5,29,29,3757462291.49,-0.00470163026946,-0.0168487105038
"('640',)",10.3800001144,29,29,1030.45996094,29,29,0.98,empty,7,3757476055.84,-0.509999990463,29,29,3757476056.14,0.0,44.38,-124.95,287.0,29,29,103046.0,29,29,195.956525446,29,29,0.0171402108324,29,29,133.377816985,50.2171694299,79.8358702338,3.59099984169,29,29,198.648197582,29,29,8.21868489785,29,29,32.5528470496,29,29,6.91577716277,6.28122854233,29,29,-2.6326896116,-7.80368180984,-8.22000026703,29,29,3757462355.11,39.9599990845,29,13,port_timestamp,81.9810028076,29,29,3.66370010376,29,13,11.0620002747,29,29,3.79999995232,29,29,3757462355.11,-0.00471197929775,-0.0164798082051
"('641',)",10.373000145,29,29,1030.86999512,29,29,0.98,empty,7,3757476055.84,1.19000005722,29,29,3757476056.14,0.0,44.38,-124.95,285.399993896,29,29,103087.0,29,29,196.356372979,29,29,0.0167708535063,29,29,127.320176039,43.5845608598,81.3015664542,3.49650001526,29,29,185.51279705,29,29,7.15297715605,29,29,32.552949143,29,29,5.93054874006,6.28101158142,29,29,-0.691895583714,-7.13598508019,-7.07000017166,29,29,3757462421.98,39.9599990845,29,13,port_timestamp,82.0490036011,29,29,3.66380000114,29,13,11.0629997253,29,29,3.70000004768,29,29,3757462421.98,-0.00472285547966,-0.0160921149464
"('642',)",10.373000145,29,29,1030.72998047,29,29,0.98,empty,7,3757476055.84,-0.959999978542,29,29,3757476056.14,0.0,44.38,-124.95,285.100006104,29,29,103073.0,29,29,196.55470737,29,29,0.016593782518,29,29,132.96350267,48.2842047495,81.655119626,3.68550014496,29,29,202.040987576,29,29,7.93167041099,29,29,32.5519614541,29,29,6.70967843938,6.28363180161,29,29,-2.98124425128,-7.36789526026,-7.88999986649,29,29,3757462454.09,39.9599990845,29,13,port_timestamp,82.0719985962,29,29,3.66370010376,29,13,11.0629997253,29,29,3.90000009537,29,29,3757462454.09,-0.00472807838265,-0.0159059389242
"('643',)",10.373000145,29,29,1031.01000977,29,29,0.98,empty,7,3757476055.84,1.63999998569,29,29,3757476056.14,0.0,44.38,-124.95,285.299987793,29,29,103101.0,29,29,196.963915064,29,29,0.0162406139312,29,29,134.79595986,49.9803083938,81.471620957,3.49650001526,29,29,183.337395211,29,29,8.05264802283,29,29,32.5510750521,29,29,6.84053052455,6.25326633453,29,29,-0.473528265634,-8.05452496685,-7.90000009537,29,29,3757462518.25,39.9599990845,29,13,port_timestamp,81.6989974976,29,29,3.66370010376,29,13,11.0640001297,29,29,3.70000004768,29,29,3757462518.25,-0.00473851361629,-0.015533963743
"('644',)",10.3649997711,29,29,1030.72998047,29,29,0.98,empty,7,3757476055.84,1.11000001431,29,29,3757476056.14,0.0,44.38,-124.95,285.299987793,29,29,103073.0,29,29,197.383458569,29,29,0.0158946230505,29,29,135.495460937,50.5561282139,81.4753202111,3.59099984169,29,29,187.279244127,29,29,8.16996040863,29,29,32.5519614541,29,29,7.05501235331,6.25998401642,29,29,-1.0399258686,-8.1192825207,-8.10999965668,29,29,3757462581.26,39.9599990845,29,13,port_timestamp,81.8079986572,29,29,3.66370010376,29,13,11.0629997253,29,29,3.79999995232,29,29,3757462581.26,-0.00474876163802,-0.0151686619325
"('645',)",10.373000145,29,29,1030.72998047,29,29,0.98,empty,7,3757476055.84,1.53999996185,29,29,3757476056.14,0.0,44.38,-124.95,285.299987793,29,29,103073.0,29,29,197.840804477,29,29,0.0155347982265,29,29,138.200797502,51.6156883669,81.4989323884,3.59099984169,29,29,184.53189947,29,29,8.40687640251,29,29,32.5530503796,29,29,7.21171140792,6.27394771576,29,29,-0.669021371926,-8.39538003097,-8.27999973297,29,29,3757462646.95,39.9700012207,29,13,port_timestamp,81.9459991455,29,29,3.66389989853,29,13,11.0640001297,29,29,3.79999995232,29,29,3757462646.95,-0.00475944751764,-0.0147877522046
"('646',)",10.4180002213,29,29,1030.66003418,29,29,0.98,empty,7,3757476055.84,-0.800000011921,29,29,3757476056.14,0.0,44.38,-124.95,286.799987793,29,29,103066.0,29,29,198.319545868,29,29,0.0151762009585,29,29,121.055451968,39.6492893458,79.9284474945,3.59099984169,29,29,201.899333236,29,29,6.74237511851,29,29,32.5510750521,29,29,5.06871496963,6.33649253845,29,29,-2.51952087189,-6.27025638289,-6.71000003815,29,29,3757462712.62,39.9700012207,29,13,port_timestamp,82.5059967041,29,29,3.66370010376,29,13,11.0640001297,29,29,3.79999995232,29,29,3757462712.62,-0.00477012770447,-0.014407045402
"('647',)",10.3800001144,29,29,1030.59997559,29,29,0.98,empty,7,3757476055.84,1.64999997616,29,29,3757476056.14,0.0,44.38,-124.95,286.200012207,29,29,103060.0,29,29,198.830858326,29,29,0.0148121650233,29,29,123.902349146,41.1942424309,80.5259917018,3.49650001526,29,29,181.319283284,29,29,6.93461374538,29,29,32.5521648065,29,29,5.67861502842,6.32290172577,29,29,-0.164442180887,-6.94679485018,-6.75,29,29,3757462779.48,39.9700012207,29,13,port_timestamp,82.533996582,29,29,3.66389989853,29,13,11.0649995804,29,29,3.70000004768,29,29,3757462779.48,-0.00478100388637,-0.0140193521432
"('648',)",10.7419996262,29,29,1030.25,29,29,0.98,empty,7,3757476055.84,0.629999995232,29,29,3757476056.14,0.0,44.38,-124.95,287.5,29,29,103025.0,29,29,351.802951965,29,29,0.0454181210267,29,29,100.845123017,24.0541576292,78.8647593859,2.45699977875,29,29,186.028401453,29,29,4.11307633889,29,29,32.551822995,29,29,0.383205780345,6.31069087982,29,29,-0.438436796417,-4.04537674589,-4.01999998093,29,29,3757473092.47,39.9599990845,29,13,port_timestamp,80.3840026855,29,29,3.66269993782,29,13,11.0520000458,29,29,2.59999990463,29,29,3757473092.47,-0.0064756220781,0.0449541103382
"('649',)",10.7419996262,29,29,1030.25,29,29,0.98,empty,7,3757476055.84,-1.73000001907,29,29,3757476056.14,0.0,44.38,-124.95,287.399993896,29,29,103025.0,29,29,351.738548278,29,29,0.0452240178265,29,29,131.259927585,53.0787827261,79.4911148804,3.68550014496,29,29,205.979332755,29,29,9.06466925186,29,29,32.551042436,29,29,2.3755301235,6.34024429321,29,29,-3.97724864089,-8.1039488665,-8.85999965668,29,29,3757473157.41,39.9399986267,29,13,port_timestamp,80.7590026855,29,29,3.66280007362,29,13,11.0539999008,29,29,3.90000009537,29,29,3757473157.41,-0.0064982581608,0.044754714045
"('650',)",10.7270002365,29,29,1030.45996094,29,29,0.98,empty,7,3757476055.84,-1.60000002384,29,29,3757476056.14,0.0,44.38,-124.95,286.899993896,29,29,103046.0,29,29,351.702349869,29,29,0.0451156726742,29,29,142.671753713,56.569269132,79.969848155,3.77999997139,29,29,204.735264315,29,29,9.4448578647,29,29,32.5506313931,29,29,2.69346391366,6.30867195129,29,29,-3.95848652103,-8.53365648629,-9.27000045776,29,29,3757473193.66,39.9700012207,29,13,port_timestamp,80.4550018311,29,29,3.66240000725,29,13,11.0500001907,29,29,4.0,29,29,3757473193.66,-0.00651089616089,0.0446433886709
"('651',)",10.763999939,29,29,1030.66003418,29,29,0.98,empty,7,3757476055.84,-0.980000019073,29,29,3757476056.14,0.0,44.38,-124.95,288.299987793,29,29,103066.0,29,29,351.642016051,29,29,0.044936276895,29,29,131.667149294,54.6117106074,78.6212136482,3.68550014496,29,29,201.02329125,29,29,9.31106652039,29,29,32.5507336515,29,29,2.1197251833,6.33694410324,29,29,-3.34685299984,-8.64681328345,-9.22000026703,29,29,3757473253.7,39.9500007629,29,13,port_timestamp,80.6309967041,29,29,3.66249990463,29,13,11.0509996414,29,29,3.90000009537,29,29,3757473253.7,-0.00653182656338,0.044459017341
"('652',)",10.7419996262,29,29,1030.31994629,29,29,0.98,empty,7,3757518037.58,-1.34000003338,29,29,3757518037.64,0.0,44.38,-124.95,288.100006104,29,29,103031.992188,29,29,351.567897234,29,29,0.0447179039214,29,29,129.218272464,50.7929796872,78.7733729391,3.68550014496,29,29,203.84145251,29,29,8.692145455,29,29,32.5506313931,29,29,2.16585061059,6.33618783951,29,29,-3.51998463894,-7.90618817716,-8.55000019073,29,29,3757473326.81,39.9599990845,29,13,port_timestamp,80.7129974365,29,29,3.66240000725,29,13,11.0500001907,29,29,3.90000009537,29,29,3757473326.81,-0.00655731241863,0.0442345180258
