obs,air_temperature,air_temperature_qc_executed,air_temperature_qc_results,barometric_pressure,barometric_pressure_qc_executed,barometric_pressure_qc_results,ct_depth,dcl_controller_timestamp,deployment,driver_timestamp,eastward_wind_velocity,eastward_wind_velocity_qc_executed,eastward_wind_velocity_qc_results,ingestion_timestamp,internal_timestamp,lat,lon,longwave_irradiance,longwave_irradiance_qc_executed,longwave_irradiance_qc_results,met_barpres,met_barpres_qc_executed,met_barpres_qc_results,met_current_direction,met_current_direction_qc_executed,met_current_direction_qc_results,met_current_speed,met_current_speed_qc_executed,met_current_speed_qc_results,met_heatflx_minute,met_latnflx_minute,met_netlirr_minute,met_netsirr,met_netsirr_qc_executed,met_netsirr_qc_results,met_relwind_direction,met_relwind_direction_qc_executed,met_relwind_direction_qc_results,met_relwind_speed,met_relwind_speed_qc_executed,met_relwind_speed_qc_results,met_salsurf,met_salsurf_qc_executed,met_salsurf_qc_results,met_sensflx_minute,met_spechum,met_spechum_qc_executed,met_spechum_qc_results,met_windavg_mag_corr_east,met_windavg_mag_corr_north,northward_wind_velocity,northward_wind_velocity_qc_executed,northward_wind_velocity_qc_results,port_timestamp,precipitation,precipitation_qc_executed,precipitation_qc_results,preferred_timestamp,relative_humidity,relative_humidity_qc_executed,relative_humidity_qc_results,sea_surface_conductivity,sea_surface_conductivity_qc_executed,sea_surface_conductivity_qc_results,sea_surface_temperature,sea_surface_temperature_qc_executed,sea_surface_temperature_qc_results,shortwave_irradiance,shortwave_irradiance_qc_executed,shortwave_irradiance_qc_results,time,velpt_ab_dcl_instrument-eastward_velocity,velpt_ab_dcl_instrument-northward_velocity
"('0',)",8.18200016022,29,29,1010.39001465,29,29,0.98,empty,7,3757021307.53,-4.26000022888,29,29,3757021307.75,0.0,44.38,-124.95,352.0,29,29,101039.0,29,29,324.58358097,29,29,0.287598391774,29,29,,,,38.6505012512,29,29,261.7485019,29,29,4.39812529311,29,29,32.6243127162,29,29,,5.67745304108,29,29,-4.5192617993,-0.396830645208,-1.55999994278,29,29,3757019496.14,39.1500015259,29,13,port_timestamp,84.2860031128,29,29,3.71259999275,29,29,11.5249996185,29,29,40.9000015259,29,29,3757019496.14,-0.16666750625,0.234381691502
"('1',)",8.19699954987,29,29,1011.28997803,29,29,0.98,empty,7,3757021307.53,-5.42000007629,29,29,3757021307.75,0.0,44.38,-124.95,352.200012207,29,29,101129.0,29,29,325.050074958,29,29,0.287780092088,29,29,,,,22.0184993744,29,29,267.439711784,29,29,5.45639156345,29,29,32.6254977846,29,29,,5.64339065552,29,29,-5.6158026252,-0.00786040511606,-1.47000002861,29,29,3757019559.87,39.1399993896,29,13,port_timestamp,83.7710037231,29,29,3.71199989319,29,29,11.5170001984,29,29,23.2999992371,29,29,3757019559.87,-0.164857790092,0.235879822045
"('2',)",8.30200004578,29,29,1010.94000244,29,29,0.98,empty,7,3757021307.53,-4.69999980927,29,29,3757021307.75,0.0,44.38,-124.95,352.799987793,29,29,101094.0,29,29,325.555753471,29,29,0.287998892805,29,29,,,,21.2625007629,29,29,257.651808207,29,29,5.04902904707,29,29,32.6249353368,29,29,,5.675593853,29,29,-5.09511838406,-0.842239460332,-2.1400001049,29,29,3757019629.05,39.1399993896,29,13,port_timestamp,83.6200027466,29,29,3.71050000191,29,29,11.5010004044,29,29,22.5,29,29,3757019629.05,-0.162893333493,0.237506050787
"('3',)",8.27999973297,29,29,1010.94000244,29,29,0.98,empty,7,3757021307.53,-6.94999980927,29,29,3757021307.75,0.0,44.38,-124.95,352.0,29,29,101094.0,29,29,326.039294596,29,29,0.288229440299,29,29,,,,20.5065002441,29,29,273.274508654,29,29,6.87812982635,29,29,32.622688455,29,29,,5.62670040131,29,29,-7.0279120407,0.63194126849,-1.22000002861,29,29,3757019695.3,39.1399993896,29,13,port_timestamp,83.0260009766,29,29,3.71000003815,29,29,11.498000145,29,29,21.7000007629,29,29,3757019695.3,-0.161011940904,0.23906351696
"('4',)",8.23499965668,29,29,1010.66998291,29,29,0.98,empty,7,3757042286.57,-6.57000017166,29,29,3757042286.59,0.0,44.38,-124.95,351.799987793,29,29,101067.0,29,29,326.278708166,29,29,0.28835133261,29,29,,,,19.7504997253,29,29,266.075319321,29,29,6.71982231023,29,29,32.6217249901,29,29,,5.58418989182,29,29,-6.86414284178,-0.220102937778,-2.0,29,29,3757019728.14,39.1399993896,29,13,port_timestamp,82.6309967041,29,29,3.70900011063,29,29,11.4879999161,29,29,20.8999996185,29,29,3757019728.14,-0.160079267031,0.239835608876
"('5',)",8.27200031281,29,29,1010.46002197,29,29,0.98,empty,7,3757042286.57,-6.15000009537,29,29,3757042286.59,0.0,44.38,-124.95,351.799987793,29,29,101046.0,29,29,326.807751525,29,29,0.288638935929,29,29,,,,18.9945011139,29,29,268.82390455,29,29,6.18213194244,29,29,32.6214332831,29,29,,5.57619380951,29,29,-6.3388449661,0.114654050183,-1.53999996185,29,29,3757019800.82,39.1500015259,29,13,port_timestamp,82.2890014648,29,29,3.70869994164,29,29,11.4849996567,29,29,20.1000003815,29,29,3757019800.82,-0.158015389211,0.241544141114
"('6',)",8.34000015259,29,29,1010.59997559,29,29,0.98,empty,7,3757042286.57,-6.28999996185,29,29,3757042286.59,0.0,44.38,-124.95,351.799987793,29,29,101060.0,29,29,327.274430937,29,29,0.288913579735,29,29,,,,18.0494995117,29,29,262.295031196,29,29,6.59086458038,29,29,32.6229093904,29,29,,5.61339044571,29,29,-6.6875507102,-0.64059700554,-2.3599998951,29,29,3757019865.05,39.1300010681,29,13,port_timestamp,82.466003418,29,29,3.70840001106,29,29,11.4799995422,29,29,19.1000003815,29,29,3757019865.05,-0.156191246883,0.243054214018
"('7',)",8.25699996948,29,29,1010.66998291,29,29,0.98,empty,7,3757042286.57,-4.82000017166,29,29,3757042286.6,0.0,44.38,-124.95,351.799987793,29,29,101067.0,29,29,327.766050758,29,29,0.289224240767,29,29,,,,17.6715011597,29,29,247.510789993,29,29,5.81395049076,29,29,32.6234026973,29,29,,5.52655887604,29,29,-5.52607448575,-1.97924273242,-3.34999990463,29,29,3757019932.86,39.1300010681,29,13,port_timestamp,81.658996582,29,29,3.70799994469,29,29,11.4750003815,29,29,18.7000007629,29,29,3757019932.86,-0.154265723882,0.244648212505
"('8',)",8.34799957275,29,29,1010.94000244,29,29,0.98,empty,7,3757042286.57,-5.09999990463,29,29,3757042286.6,0.0,44.38,-124.95,351.100006104,29,29,101094.0,29,29,328.010055947,29,29,0.289386596238,29,29,,,,17.3879985809,29,29,260.21285979,29,29,5.388199986,29,29,32.6251680411,29,29,,5.56612586975,29,29,-5.46308899271,-0.670490423961,-2.06999993324,29,29,3757019966.57,39.1399993896,29,13,port_timestamp,81.7570037842,29,29,3.70799994469,29,29,11.4729995728,29,29,18.3999996185,29,29,3757019966.57,-0.15330845738,0.245440662846
"('9',)",8.875,29,29,1012.39001465,29,29,0.98,empty,7,3757042286.57,-3.30999994278,29,29,3757042286.6,0.0,44.38,-124.95,330.0,29,29,101239.0,29,29,15.7436736873,29,29,0.503073926211,29,29,,,,26.1765003204,29,29,259.292016827,29,29,3.682881201,29,29,32.6247727691,29,29,,5.28333425522,29,29,-3.4822497365,-0.200091094933,-1.10000002384,29,29,3757030292.36,39.1399993896,29,13,port_timestamp,75.0029983521,29,29,3.73250007629,29,13,11.7449998856,29,29,27.7000007629,29,29,3757030292.36,0.136501150608,0.484201209329
"('10',)",8.89700031281,29,29,1012.73999023,29,29,0.98,empty,7,3757042286.57,-3.50999999046,29,29,3757042286.6,0.0,44.38,-124.95,329.5,29,29,101274.0,29,29,15.7220192165,29,29,0.501731589391,29,29,,,,3.87449979782,29,29,254.462484411,29,29,4.08560805047,29,29,32.622104809,29,29,,5.28224372864,29,29,-3.80034618701,-0.611448221479,-1.58000004292,29,29,3757030355.56,39.1399993896,29,13,port_timestamp,74.9020004272,29,29,3.73340010643,29,13,11.7580003738,29,29,4.09999990463,29,29,3757030355.56,0.135954407441,0.482960647352
"('11',)",8.88199996948,29,29,1012.39001465,29,29,0.98,empty,7,3757042286.57,-3.73000001907,29,29,3757042286.6,0.0,44.38,-124.95,329.899993896,29,29,101239.0,29,29,15.6982559299,29,29,0.500266831145,29,29,,,,3.96899986267,29,29,260.113883664,29,29,4.12076357554,29,29,32.6221988733,29,29,,5.2765083313,29,29,-3.92421641787,-0.225888626615,-1.24000000954,29,29,3757030424.53,39.1399993896,29,13,port_timestamp,74.8710021973,29,29,3.73350000381,29,13,11.7589998245,29,29,4.19999980927,29,29,3757030424.53,0.135357767677,0.481606869836
"('12',)",8.875,29,29,1012.46002197,29,29,0.98,empty,7,3757042286.57,-2.73000001907,29,29,3757042286.6,0.0,44.38,-124.95,329.100006104,29,29,101246.0,29,29,15.6738007391,29,29,0.498768416405,29,29,,,,3.87449979782,29,29,243.372115499,29,29,3.66441426632,29,29,32.6264642614,29,29,,5.2727227211,29,29,-3.14100524535,-1.16214731202,-1.94000005722,29,29,3757030495.09,39.1500015259,29,13,port_timestamp,74.858001709,29,29,3.73429989815,29,13,11.7629995346,29,29,4.09999990463,29,29,3757030495.09,0.134747382129,0.480221903095
"('13',)",8.91199970245,29,29,1012.88000488,29,29,0.98,empty,7,3757042286.57,-3.34999990463,29,29,3757042286.6,0.0,44.38,-124.95,328.100006104,29,29,101288.0,29,29,15.6617484277,29,29,0.498033279421,29,29,,,,3.96899986267,29,29,245.569822359,29,29,4.34941816218,29,29,32.6279996424,29,29,,5.28780603409,29,29,-3.82554924346,-1.31930749271,-2.26999998093,29,29,3757030529.71,39.1399993896,29,13,port_timestamp,74.9150009155,29,29,3.7349998951,29,13,11.7690000534,29,29,4.19999980927,29,29,3757030529.71,0.134447907391,0.479542393964
"('14',)",8.90499973297,29,29,1012.66998291,29,29,0.98,empty,7,3757042286.57,-3.07999992371,29,29,3757042286.6,0.0,44.38,-124.95,328.100006104,29,29,101267.0,29,29,15.6392244336,29,29,0.496665268795,29,29,,,,3.96899986267,29,29,242.695362133,29,29,4.17719890976,29,29,32.6260217659,29,29,,5.27789831161,29,29,-3.57788524793,-1.43789303251,-2.31999993324,29,29,3757030594.14,39.1300010681,29,13,port_timestamp,74.7949981689,29,29,3.73569989204,29,13,11.7790002823,29,29,4.19999980927,29,29,3757030594.14,0.133890593208,0.478277846317
"('15',)",8.88199996948,29,29,1012.59997559,29,29,0.98,empty,7,3757042286.57,-3.41000008583,29,29,3757042286.6,0.0,44.38,-124.95,328.100006104,29,29,101260.0,29,29,15.6160080749,29,29,0.495263130043,29,29,,,,3.96899986267,29,29,244.218341689,29,29,4.51578676111,29,29,32.6229800128,29,29,,5.27230501175,29,29,-3.93295721037,-1.48712755149,-2.46000003815,29,29,3757030660.17,39.1399993896,29,13,port_timestamp,74.827003479,29,29,3.73620009422,29,13,11.7880001068,29,29,4.19999980927,29,29,3757030660.17,0.133319342925,0.476981677616
"('16',)",8.92700004578,29,29,1012.5300293,29,29,0.98,empty,7,3757042286.57,-2.26999998093,29,29,3757042286.6,0.0,44.38,-124.95,328.100006104,29,29,101253.0,29,29,15.5924287042,29,29,0.493847230397,29,29,,,,3.87449979782,29,29,230.976927521,29,29,3.88021466515,29,29,32.6240788872,29,29,,5.31287956238,29,29,-2.88176712992,-1.96743961223,-2.65000009537,29,29,3757030726.86,39.1399993896,29,13,port_timestamp,75.1669998169,29,29,3.73550009727,29,13,11.7790002823,29,29,4.09999990463,29,29,3757030726.86,0.132742452455,0.475672711312
"('17',)",8.94999980927,29,29,1012.59997559,29,29,0.98,empty,7,3757042286.57,-2.32999992371,29,29,3757042286.6,0.0,44.38,-124.95,327.200012207,29,29,101260.0,29,29,15.5688859912,29,29,0.492441668876,29,29,,,,4.06349992752,29,29,232.771627582,29,29,3.81876574017,29,29,32.6235777975,29,29,,5.32789897919,29,29,-2.9084477382,-1.83595513394,-2.52999997139,29,29,3757030793.07,39.1399993896,29,13,port_timestamp,75.266998291,29,29,3.73589992523,29,13,11.7840003967,29,29,4.30000019073,29,29,3757030793.07,0.132169740222,0.474373225441
"('18',)",9.92899990082,29,29,1015.55999756,29,29,0.98,empty,7,3757042286.57,-2.08999991417,29,29,3757042286.6,0.0,44.38,-124.95,312.100006104,29,29,101556.0,29,29,9.29239693284,29,29,0.277599827197,29,29,,,,2.7404999733,29,29,223.540313527,29,29,4.32880738615,29,29,32.6408507635,29,29,,5.22309541702,29,29,-2.9371381143,-2.86395166453,-3.52999997139,29,29,3757041087.25,39.1399993896,29,13,port_timestamp,69.2900009155,29,29,3.74690008163,29,13,11.8859996796,29,29,2.90000009537,29,29,3757041087.25,0.044824839519,0.273956926946
"('19',)",9.97399997711,29,29,1015.5,29,29,0.98,empty,7,3757042286.57,-0.0500000007451,29,29,3757042286.6,0.0,44.38,-124.95,311.299987793,29,29,101550.0,29,29,9.44963404021,29,29,0.277666693617,29,29,,,,4.25250005722,29,29,195.319437125,29,29,5.77636481173,29,29,32.6421411841,29,29,,5.22458314896,29,29,-1.48052957529,-5.29721928721,-5.5,29,29,3757041157.21,39.1300010681,29,13,port_timestamp,69.0970001221,29,29,3.74640011787,29,13,11.8789997101,29,29,4.5,29,29,3757041157.21,0.0455874693756,0.27389884151
"('20',)",9.9359998703,29,29,1015.55999756,29,29,0.98,empty,7,3757042286.57,0.00999999977648,29,29,3757042286.6,0.0,44.38,-124.95,310.799987793,29,29,101556.0,29,29,9.52935831604,29,29,0.277701408528,29,29,,,,4.15799999237,29,29,194.745594193,29,29,6.06650490946,29,29,32.6402944444,29,29,,5.15474176407,29,29,-1.49811855877,-5.59283830824,-5.78999996185,29,29,3757041192.7,39.1500015259,29,13,port_timestamp,68.3539962769,29,29,3.74629998207,29,13,11.8800001144,29,29,4.40000009537,29,29,3757041192.7,0.0459742891232,0.273869379519
"('21',)",9.98900032043,29,29,1015.42999268,29,29,0.98,empty,7,3757042286.57,0.280000001192,29,29,3757042286.6,0.0,44.38,-124.95,310.899993896,29,29,101543.0,29,29,9.68115292124,29,29,0.277769016633,29,29,,,,4.06349992752,29,29,192.336490213,29,29,6.36390104737,29,29,32.6413561787,29,29,,5.20431804657,29,29,-1.31295293142,-5.94314341681,-6.07999992371,29,29,3757041260.29,39.1399993896,29,13,port_timestamp,68.7559967041,29,29,3.74650001526,29,13,11.8809995651,29,29,4.30000019073,29,29,3757041260.29,0.0467110626888,0.273813263418
"('22',)",10.0489997864,29,29,1015.77001953,29,29,0.98,empty,7,3757065413.91,-0.310000002384,29,29,3757065413.93,0.0,44.38,-124.95,313.200012207,29,29,101577.0,29,29,9.82456241682,29,29,0.277834712223,29,29,,,,4.06349992752,29,29,197.586384428,29,29,6.54284813069,29,29,32.6413561787,29,29,,5.37015628815,29,29,-1.92947070761,-5.96329151187,-6.26000022888,29,29,3757041324.18,39.1199989319,29,13,port_timestamp,70.6790008545,29,29,3.74650001526,29,13,11.8809995651,29,29,4.30000019073,29,29,3757041324.18,0.0474074712218,0.273760221705
"('23',)",9.97399997711,29,29,1015.63000488,29,29,0.98,empty,7,3757065413.91,1.08000004292,29,29,3757065413.93,0.0,44.38,-124.95,315.0,29,29,101563.0,29,29,9.97232435564,29,29,0.277904255698,29,29,,,,4.06349992752,29,29,184.358063249,29,29,5.93061070493,29,29,32.6418607074,29,29,,5.27427530289,29,29,-0.402537178633,-5.63975762154,-5.55000019073,29,29,3757041390.03,39.1399993896,29,13,port_timestamp,69.7610015869,29,29,3.74609994888,29,13,11.8760004044,29,29,4.30000019073,29,29,3757041390.03,0.0481253648929,0.273705543585
"('24',)",10.0270004272,29,29,1015.97998047,29,29,0.98,empty,7,3757065413.91,0.0799999982119,29,29,3757065413.93,0.0,44.38,-124.95,316.799987793,29,29,101598.0,29,29,10.1192087675,29,29,0.277975253486,29,29,,,,4.06349992752,29,29,194.172097361,29,29,6.46776592531,29,29,32.6431548275,29,29,,5.32801771164,29,29,-1.53469769094,-5.99726635272,-6.19000005722,29,29,3757041455.53,39.1399993896,29,13,port_timestamp,70.2440032959,29,29,3.74559998512,29,13,11.8690004349,29,29,4.30000019073,29,29,3757041455.53,0.0488393561408,0.273651162691
"('25',)",9.98900032043,29,29,1015.84002686,29,29,0.98,empty,7,3757065413.91,2.25,29,29,3757065413.93,0.0,44.38,-124.95,316.899993896,29,29,101584.0,29,29,10.2645181304,29,29,0.278047324195,29,29,,,,4.06349992752,29,29,173.30525242,29,29,6.12462624444,29,29,32.6380761673,29,29,,5.31767177582,29,29,0.76355308773,-5.80926716817,-5.40999984741,29,29,3757041520.36,39.1399993896,29,13,port_timestamp,70.2770004272,29,29,3.74580001831,29,13,11.876999855,29,29,4.30000019073,29,29,3757041520.36,0.0495460548709,0.273597337229
"('26',)",9.92899990082,29,29,1015.84002686,29,29,0.98,empty,7,3757065413.91,0.72000002861,29,29,3757065413.93,0.0,44.38,-124.95,316.299987793,29,29,101584.0,29,29,10.3413524807,29,29,0.278086170748,29,29,,,,4.15799999237,29,29,188.509836264,29,29,6.47987277046,29,29,32.642833712,29,29,,5.23065137863,29,29,-0.908966497498,-6.1349635751,-6.15999984741,29,29,3757041554.66,39.1399993896,29,13,port_timestamp,69.408996582,29,29,3.74620008469,29,13,11.8760004044,29,29,4.40000009537,29,29,3757041554.66,0.0499198810636,0.273568864888
"('27',)",10.2220001221,29,29,1018.11999512,29,29,0.98,empty,7,3757065413.91,2.53999996185,29,29,3757065413.93,0.0,44.38,-124.95,295.5,29,29,101812.0,29,29,31.4541140881,29,29,0.308567579287,29,29,196.232010657,103.105503438,75.2410540285,2.55150008202,29,29,179.007232223,29,29,8.85273605386,29,29,32.6357800577,29,29,20.3347015095,5.41070890427,29,29,0.314399631889,-8.58818102418,-8.21000003815,29,29,3757051893.68,39.2000007629,29,13,port_timestamp,70.5540008545,29,29,3.7404999733,29,13,11.8210000992,29,29,2.70000004768,29,29,3757051893.68,0.161015361597,0.263226146719
"('28',)",10.1770000458,29,29,1018.04998779,29,29,0.98,empty,7,3757065413.91,3.95000004768,29,29,3757065413.93,0.0,44.38,-124.95,301.399993896,29,29,101805.0,29,29,31.5106450429,29,29,0.307331391908,29,29,188.80214958,102.511536132,69.5525259649,3.87449979782,29,29,168.524929592,29,29,8.63692394172,29,29,32.6354620849,29,29,20.6125872807,5.36539125443,29,29,1.87887190332,-8.20227030747,-7.42999982834,29,29,3757051955.55,39.1800003052,29,13,port_timestamp,70.1709976196,29,29,3.74110007286,29,13,11.8280000687,29,29,4.09999990463,29,29,3757051955.55,0.160628893652,0.26201324962
"('29',)",10.267999649,29,29,1017.90997314,29,29,0.98,empty,7,3757065413.91,2.50999999046,29,29,3757065413.93,0.0,44.38,-124.95,309.700012207,29,29,101791.0,29,29,31.5726045086,29,29,0.305988165077,29,29,152.542274094,79.6082883924,61.3937698489,4.06349992752,29,29,174.801907579,29,29,6.98707747977,29,29,32.635502119,29,29,15.6037157801,5.51191711426,29,29,0.793234047659,-6.6976475395,-6.26000022888,29,29,3757052022.78,39.1800003052,29,13,port_timestamp,71.6340026855,29,29,3.74020004272,29,13,11.8179998398,29,29,4.30000019073,29,29,3757052022.78,0.16020885511,0.260694994028
"('30',)",10.1770000458,29,29,1017.97998047,29,29,0.98,empty,7,3757065413.91,2.94000005722,29,29,3757065413.93,0.0,44.38,-124.95,320.5,29,29,101798.0,29,29,31.6325757626,29,29,0.304699514071,29,29,176.441390935,104.903931104,51.0700327915,4.06349992752,29,29,176.823278624,29,29,9.10092990292,29,29,32.6351271154,29,29,21.8203208865,5.45099592209,29,29,0.664141500072,-8.82751509627,-8.35000038147,29,29,3757052087.31,39.1899986267,29,13,port_timestamp,71.2819976807,29,29,3.73979997635,29,13,11.8140001297,29,29,4.30000019073,29,29,3757052087.31,0.159805776777,0.259429966627
"('31',)",10.251999855,29,29,1017.77001953,29,29,0.98,empty,7,3757065413.91,2.51999998093,29,29,3757065413.93,0.0,44.38,-124.95,325.5,29,29,101777.0,29,29,31.6924341986,29,29,0.303424395616,29,29,140.070506099,81.4741467027,46.191444678,4.15799999237,29,29,175.407138104,29,29,7.22299811279,29,29,32.6339322368,29,29,16.5629147105,5.5448679924,29,29,0.737786534993,-6.94162617206,-6.51000022888,29,29,3757052151.17,39.1899986267,29,13,port_timestamp,72.1279983521,29,29,3.74040007591,29,13,11.8219995499,29,29,4.40000009537,29,29,3757052151.17,0.159406827617,0.258177898287
"('32',)",10.154999733,29,29,1017.90997314,29,29,0.98,empty,7,3757065413.91,3.32999992371,29,29,3757065413.93,0.0,44.38,-124.95,321.0,29,29,101791.0,29,29,31.754083094,29,29,0.302122587672,29,29,180.583411984,110.654106358,50.6361375473,4.15799999237,29,29,175.275298929,29,29,9.56605898454,29,29,32.6366582541,29,29,23.4511680712,5.44831132889,29,29,0.946938157956,-9.27665393778,-8.71000003815,29,29,3757052216.39,39.1699981689,29,13,port_timestamp,71.3470001221,29,29,3.7404999733,29,13,11.8199996948,29,29,4.40000009537,29,29,3757052216.39,0.158999420212,0.256899284456
"('33',)",10.1850004196,29,29,1018.32000732,29,29,0.98,empty,7,3757065413.91,1.53999996185,29,29,3757065413.93,0.0,44.38,-124.95,310.700012207,29,29,101832.0,29,29,31.7838678031,29,29,0.30149775789,29,29,197.218956807,103.00142525,60.5730949776,4.25250005722,29,29,185.456630543,29,29,8.68132659826,29,29,32.6354620849,29,29,20.7223950647,5.36892032623,29,29,-0.666723216369,-8.38570137834,-8.27000045776,29,29,3757052247.7,39.2000007629,29,13,port_timestamp,70.1979980469,29,29,3.74110007286,29,13,11.8280000687,29,29,4.5,29,29,3757052247.7,0.158803837422,0.256285464341
"('34',)",10.1850004196,29,29,1018.04998779,29,29,0.98,empty,7,3757065413.91,2.06999993324,29,29,3757065413.93,0.0,44.38,-124.95,295.100006104,29,29,101805.0,29,29,31.8454587495,29,29,0.300214109675,29,29,196.544869586,104.911771346,75.5179166789,4.25250005722,29,29,182.015135303,29,29,8.76485283661,29,29,32.6360437087,29,29,20.367681618,5.32206821442,29,29,-0.14980091041,-8.50440823402,-8.25,29,29,3757052312.03,39.1800003052,29,13,port_timestamp,69.5690002441,29,29,3.73889994621,29,13,11.8030004501,29,29,4.5,29,29,3757052312.03,0.158401952242,0.255024181548
"('35',)",10.1999998093,29,29,1018.17999268,29,29,0.98,empty,7,3757065413.91,2.61999988556,29,29,3757065413.93,0.0,44.38,-124.95,295.100006104,29,29,101818.0,29,29,31.9102254543,29,29,0.298876382592,29,29,200.874706312,108.467982481,75.5778131656,4.15799999237,29,29,178.851340583,29,29,9.05764279309,29,29,32.6338744882,29,29,20.9869106572,5.32421064377,29,29,0.339557471399,-8.80211324384,-8.40999984741,29,29,3757052379.1,39.1800003052,29,13,port_timestamp,69.5360031128,29,29,3.73939990997,29,13,11.8109998703,29,29,4.40000009537,29,29,3757052379.1,0.15798301939,0.253709396073
"('36',)",9.87600040436,29,29,1021.08001709,29,29,0.98,empty,7,3757065413.91,3.6099998951,29,29,3757065413.93,0.0,44.38,-124.95,316.600006104,29,29,102108.0,29,29,59.9979473327,29,29,0.107711749031,29,29,115.815073744,71.4831363863,54.1321015053,26.2709999084,29,25,157.718647296,29,29,5.82163916968,29,29,32.6833255771,29,29,16.4708357607,5.34427976608,29,29,2.300582919,-5.33309658745,-4.55000019073,29,29,3757062687.55,39.1800003052,29,13,port_timestamp,71.5299987793,29,29,3.73679995537,29,13,11.7259998322,29,29,27.7999992371,29,25,3757062687.55,0.0932791814569,0.0538592163515
"('37',)",9.95100021362,29,29,1021.01000977,29,29,0.98,empty,7,3757065413.91,5.61999988556,29,29,3757065413.93,0.0,44.38,-124.95,315.399993896,29,29,102101.0,29,29,59.6447172277,29,29,0.10736079664,29,29,168.182350658,94.8941477182,55.5066132205,4.06349992752,29,29,153.271970476,29,29,8.31506020257,29,29,32.684298478,29,29,21.8450896471,5.42402410507,29,29,3.83239065084,-7.37235235269,-6.11999988556,29,29,3757062752.71,39.1800003052,29,13,port_timestamp,72.2249984741,29,29,3.73690009117,29,13,11.7259998322,29,29,4.30000019073,29,29,3757062752.71,0.0926425275652,0.0542559005228
"('38',)",9.83800029755,29,29,1021.01000977,29,29,0.98,empty,7,3757065413.91,5.05000019073,29,29,3757065413.93,0.0,44.38,-124.95,316.399993896,29,29,102101.0,29,29,59.2619121217,29,29,0.106987608626,29,29,159.870669414,88.9392616032,54.4377612108,3.96899986267,29,29,151.669073908,29,29,7.23799020162,29,29,32.6853634392,29,29,20.4626464622,5.24666881561,29,29,3.52684236226,-6.31635045733,-5.17999982834,29,29,3757062822.85,39.1699981689,29,13,port_timestamp,70.4020004272,29,29,3.73709988594,29,13,11.7270002365,29,29,4.19999980927,29,29,3757062822.85,0.0919572076823,0.0546829073367
"('39',)",9.95899963379,29,29,1021.01000977,29,29,0.98,empty,7,3757065413.91,3.50999999046,29,29,3757065413.93,0.0,44.38,-124.95,318.299987793,29,29,102101.0,29,29,59.0657873755,29,29,0.106799256991,29,29,155.935585027,83.7213722405,52.5915855346,4.06349992752,29,29,166.360334996,29,29,7.14693084844,29,29,32.686658671,29,29,18.6982368596,5.37846851349,29,29,1.77696093074,-6.89047244331,-6.19000005722,29,29,3757062858.6,39.1800003052,29,13,port_timestamp,71.5820007324,29,29,3.73659992218,29,13,11.720000267,29,29,4.30000019073,29,29,3757062858.6,0.0916079283458,0.0549005351341
"('40',)",9.89099979401,29,29,1021.08001709,29,29,0.98,empty,7,3757086413.32,4.44999980927,29,29,3757086413.36,0.0,44.38,-124.95,323.100006104,29,29,102108.0,29,29,58.6984628254,29,29,0.106451615504,29,29,141.446031611,79.2428205287,47.931745351,4.06349992752,29,29,153.767708171,29,29,6.6276577414,29,29,32.6841134475,29,29,18.334965659,5.3574757576,29,29,3.02045782192,-5.88976517215,-4.90000009537,29,29,3757062925.22,39.1699981689,29,13,port_timestamp,71.6340026855,29,29,3.73670005798,29,13,11.7239999771,29,29,4.30000019073,29,29,3757062925.22,0.0909570390887,0.0553060890292
"('41',)",9.90600013733,29,29,1020.73999023,29,29,0.98,empty,7,3757086413.32,5.96000003815,29,29,3757086413.36,0.0,44.38,-124.95,325.399993896,29,29,102074.0,29,29,58.3227220823,29,29,0.106102839722,29,29,175.170130838,107.776445993,45.8858197655,3.87449979782,29,29,155.96709086,29,29,9.32948536696,29,29,32.685178476,29,29,25.3823648767,5.39299297333,29,29,3.88983383947,-8.46500980336,-7.15999984741,29,29,3757062992.92,39.1699981689,29,13,port_timestamp,72.0110015869,29,29,3.73690009117,29,13,11.7250003815,29,29,4.09999990463,29,29,3757062992.92,0.0902955783424,0.0557182297722
"('42',)",9.86100006104,29,29,1020.94000244,29,29,0.98,empty,7,3757086413.32,5.78999996185,29,29,3757086413.36,0.0,44.38,-124.95,323.5,29,29,102094.0,29,29,57.937810369,29,29,0.105752613211,29,29,141.452264923,78.9043436478,47.5689609471,4.06349992752,29,29,137.270466934,29,29,6.75565136098,29,29,32.6842055485,29,29,19.0424602556,5.4197602272,29,29,4.67359122671,-4.90632698356,-3.51999998093,29,29,3757063061.82,39.1699981689,29,13,port_timestamp,72.5999984741,29,29,3.73679995537,29,13,11.7250003815,29,29,4.30000019073,29,29,3757063061.82,0.0896224225126,0.0561376574487
"('43',)",9.96599960327,29,29,1021.42999268,29,29,0.98,empty,7,3757086413.32,5.19999980927,29,29,3757086413.36,0.0,44.38,-124.95,319.700012207,29,29,102143.0,29,29,57.75572604,29,29,0.105589397987,29,29,171.171328395,100.260557381,51.404811319,4.15799999237,29,29,160.543112082,29,29,9.04258850674,29,29,32.685271383,29,29,23.6639596879,5.49918985367,29,29,3.10136893286,-8.46985283649,-7.36999988556,29,29,3757063094.25,39.1599998474,29,13,port_timestamp,73.1790008545,29,29,3.73699998856,29,13,11.7259998322,29,29,4.40000009537,29,29,3757063094.25,0.0893055220332,0.0563351107364
